year,product_code,product_name,cost_band,plant_code,segment_code,customer_code,sales_volume,unit_price,unit_cost,margin_rate
2024,P006,Product_006,low,A,oil_gas,Customer_C,513,79730.15,49772.78,0.376
2024,P006,Product_006,low,A,oil_gas,Customer_J,513,74445.63,47804.84,0.358
2024,P006,Product_006,low,A,oil_gas,Customer_I,513,78708.43,48514.38,0.384
2024,P006,Product_006,low,A,others,Customer_D,1361,52955.74,48549.45,0.083
2024,P006,Product_006,low,A,others,Customer_H,1361,48453.0,46145.71,0.048
2024,P006,Product_006,low,B,industrial,Customer_E,1864,58457.56,52930.85,0.095
2024,P006,Product_006,low,B,industrial,Customer_A,1864,64987.76,51979.81,0.2
2024,P006,Product_006,low,B,electronics,Customer_G,1846,69176.49,52418.63,0.242
2024,P006,Product_006,low,B,electronics,Customer_I,1846,76770.29,52543.67,0.316
2024,P006,Product_006,low,B,oil_gas,Customer_H,2363,73839.15,50015.55,0.323
2024,P006,Product_006,low,B,others,Customer_D,1264,57295.73,54475.06,0.049
2024,P006,Product_006,low,B,others,Customer_H,1264,59403.77,56293.63,0.052
2024,P007,Product_007,low,A,industrial,Customer_J,1618,55365.04,46114.33,0.167
2024,P007,Product_007,low,A,industrial,Customer_A,1618,59266.64,45266.37,0.236
2024,P007,Product_007,low,A,electronics,Customer_I,1840,69920.61,45966.3,0.343
2024,P007,Product_007,low,A,electronics,Customer_B,1840,62887.07,44794.91,0.288
2024,P007,Product_007,low,A,oil_gas,Customer_C,2215,78952.96,49181.8,0.377
2024,P007,Product_007,low,A,oil_gas,Customer_I,2215,72371.84,50608.18,0.301
2024,P007,Product_007,low,A,others,Customer_D,1317,51963.74,47064.27,0.094
2024,P007,Product_007,low,B,industrial,Customer_A,561,57360.13,49663.75,0.134
2024,P007,Product_007,low,B,industrial,Customer_J,561,59616.21,49517.32,0.169
2024,P007,Product_007,low,B,industrial,Customer_E,561,56566.1,50651.07,0.105
2024,P007,Product_007,low,B,electronics,Customer_J,2372,73971.13,51556.86,0.303
2024,P007,Product_007,low,B,electronics,Customer_G,2372,69252.52,51352.05,0.258
2024,P007,Product_007,low,B,oil_gas,Customer_C,712,85137.43,50169.34,0.411
2024,P007,Product_007,low,B,oil_gas,Customer_I,712,80818.78,53220.7,0.341
2024,P007,Product_007,low,B,oil_gas,Customer_J,712,82949.64,54432.87,0.344
2024,P007,Product_007,low,B,others,Customer_H,2291,52096.93,48933.75,0.061
2024,P008,Product_008,low,A,industrial,Customer_G,1395,57968.27,48852.53,0.157
2024,P008,Product_008,low,A,industrial,Customer_J,1395,57850.85,46269.3,0.2
2024,P008,Product_008,low,A,industrial,Customer_A,1395,58623.81,46597.23,0.205
2024,P008,Product_008,low,A,electronics,Customer_F,566,76940.23,48381.81,0.371
2024,P008,Product_008,low,A,electronics,Customer_I,566,66156.87,44494.71,0.327
2024,P008,Product_008,low,A,electronics,Customer_J,566,64818.27,44256.92,0.317
2024,P008,Product_008,low,A,oil_gas,Customer_J,863,67755.9,46946.74,0.307
2024,P008,Product_008,low,A,oil_gas,Customer_C,863,79223.78,45532.92,0.425
2024,P008,Product_008,low,A,oil_gas,Customer_I,863,78773.08,46769.26,0.406
2024,P008,Product_008,low,A,others,Customer_D,1716,52822.89,46764.51,0.115
2024,P008,Product_008,low,A,others,Customer_H,1716,54659.99,47254.49,0.135
2024,P008,Product_008,low,B,industrial,Customer_G,2707,57680.03,52974.79,0.082
2024,P008,Product_008,low,B,electronics,Customer_I,1098,80032.55,51502.36,0.356
2024,P008,Product_008,low,B,electronics,Customer_J,1098,82373.64,54211.29,0.342
2024,P008,Product_008,low,B,electronics,Customer_F,1098,74762.9,53648.47,0.282
2024,P008,Product_008,low,B,oil_gas,Customer_J,1122,89882.92,53070.09,0.41
2024,P008,Product_008,low,B,others,Customer_H,2454,56418.78,53732.17,0.048
2024,P008,Product_008,low,B,others,Customer_D,2454,56451.97,49159.43,0.129
2024,P009,Product_009,low,A,industrial,Customer_E,2930,62705.92,48723.39,0.223
2024,P009,Product_009,low,A,electronics,Customer_J,1424,66744.89,47572.54,0.287
2024,P009,Product_009,low,A,electronics,Customer_I,1424,72026.71,49623.37,0.311
2024,P009,Product_009,low,A,electronics,Customer_B,1424,73684.61,49803.63,0.324
2024,P009,Product_009,low,A,oil_gas,Customer_J,4420,66272.61,47221.95,0.287
2024,P009,Product_009,low,A,others,Customer_H,2955,54700.61,47797.94,0.126
2024,P009,Product_009,low,B,industrial,Customer_J,573,67294.54,52847.45,0.215
2024,P009,Product_009,low,B,industrial,Customer_E,573,67313.66,50600.48,0.248
2024,P009,Product_009,low,B,electronics,Customer_J,744,68554.39,52092.63,0.24
2024,P009,Product_009,low,B,electronics,Customer_I,744,69832.4,52446.28,0.249
2024,P009,Product_009,low,B,oil_gas,Customer_J,3385,77059.63,55266.36,0.283
2024,P009,Product_009,low,B,others,Customer_D,3520,57412.83,54678.89,0.048
2024,P010,Product_010,low,A,industrial,Customer_G,1456,56275.73,48567.34,0.137
2024,P010,Product_010,low,A,industrial,Customer_J,1456,52698.38,46636.43,0.115
2024,P010,Product_010,low,A,industrial,Customer_E,1456,51557.33,46524.59,0.098
2024,P010,Product_010,low,A,electronics,Customer_F,1696,71117.36,47961.87,0.326
2024,P010,Product_010,low,A,electronics,Customer_G,1696,70208.0,48973.57,0.302
2024,P010,Product_010,low,A,oil_gas,Customer_H,627,79642.05,47523.28,0.403
2024,P010,Product_010,low,A,oil_gas,Customer_I,627,81045.77,46489.87,0.426
2024,P010,Product_010,low,A,oil_gas,Customer_C,627,81144.51,46641.41,0.425
2024,P010,Product_010,low,A,others,Customer_D,4723,51523.07,49069.59,0.048
2024,P010,Product_010,low,B,industrial,Customer_E,4062,70495.34,52805.31,0.251
2024,P010,Product_010,low,B,electronics,Customer_I,3863,82345.15,53016.81,0.356
2024,P010,Product_010,low,B,oil_gas,Customer_H,1034,90598.27,56050.26,0.381
2024,P010,Product_010,low,B,oil_gas,Customer_C,1034,76253.96,53026.7,0.305
2024,P010,Product_010,low,B,oil_gas,Customer_I,1034,77071.93,52711.25,0.316
2024,P010,Product_010,low,B,others,Customer_D,793,58862.64,52785.17,0.103
2024,P010,Product_010,low,B,others,Customer_H,793,54738.76,52132.15,0.048
2024,P011,Product_011,high,A,industrial,Customer_J,1103,84084.78,76268.95,0.093
2024,P011,Product_011,high,A,electronics,Customer_F,3557,114946.7,78952.26,0.313
2024,P011,Product_011,high,A,oil_gas,Customer_H,1980,132151.45,74752.16,0.434
2024,P011,Product_011,high,A,oil_gas,Customer_J,1980,131114.69,78409.43,0.402
2024,P011,Product_011,high,A,others,Customer_H,3869,80858.9,76520.12,0.054
2024,P011,Product_011,high,B,industrial,Customer_E,580,101231.82,85830.03,0.152
2024,P011,Product_011,high,B,industrial,Customer_A,580,101569.14,86496.48,0.148
2024,P011,Product_011,high,B,electronics,Customer_G,1815,118855.75,79722.76,0.329
2024,P011,Product_011,high,B,oil_gas,Customer_J,719,145430.65,89475.77,0.385
2024,P011,Product_011,high,B,oil_gas,Customer_I,719,133682.27,87535.23,0.345
2024,P011,Product_011,high,B,oil_gas,Customer_C,719,143977.54,88222.8,0.387
2024,P011,Product_011,high,B,others,Customer_H,3735,88788.25,81957.18,0.077
2024,P012,Product_012,high,A,industrial,Customer_G,1482,85565.87,75420.27,0.119
2024,P012,Product_012,high,A,industrial,Customer_E,1482,92613.7,73095.48,0.211
2024,P012,Product_012,high,A,industrial,Customer_J,1482,83483.38,75419.33,0.097
2024,P012,Product_012,high,A,electronics,Customer_B,1638,116992.52,78365.46,0.33
2024,P012,Product_012,high,A,electronics,Customer_I,1638,100972.63,77046.72,0.237
2024,P012,Product_012,high,A,oil_gas,Customer_H,4354,119420.28,77662.13,0.35
2024,P012,Product_012,high,A,others,Customer_D,2340,86304.24,78752.73,0.087
2024,P012,Product_012,high,A,others,Customer_H,2340,83304.88,79337.98,0.048
2024,P012,Product_012,high,B,industrial,Customer_A,726,101859.34,80936.16,0.205
2024,P012,Product_012,high,B,industrial,Customer_G,726,105316.87,84787.99,0.195
2024,P012,Product_012,high,B,electronics,Customer_B,4587,129720.03,86354.97,0.334
2024,P012,Product_012,high,B,oil_gas,Customer_I,508,139293.07,78062.92,0.44
2024,P012,Product_012,high,B,oil_gas,Customer_H,508,120177.81,82588.36,0.313
2024,P012,Product_012,high,B,others,Customer_H,1034,91540.51,87181.44,0.048
2024,P012,Product_012,high,B,others,Customer_D,1034,91155.57,86814.83,0.048
2024,P013,Product_013,high,A,industrial,Customer_E,923,83953.04,78989.08,0.059
2024,P013,Product_013,high,A,industrial,Customer_A,923,84732.21,76689.65,0.095
2024,P013,Product_013,high,A,industrial,Customer_J,923,97670.55,77688.96,0.205
2024,P013,Product_013,high,A,electronics,Customer_G,1301,98381.22,75481.52,0.233
2024,P013,Product_013,high,A,oil_gas,Customer_I,996,123045.28,78396.89,0.363
2024,P013,Product_013,high,A,oil_gas,Customer_J,996,118348.29,81207.89,0.314
2024,P013,Product_013,high,A,others,Customer_D,3975,78366.53,72742.16,0.072
2024,P013,Product_013,high,B,industrial,Customer_E,564,103436.89,85869.71,0.17
2024,P013,Product_013,high,B,industrial,Customer_J,564,92853.37,84717.22,0.088
2024,P013,Product_013,high,B,electronics,Customer_G,3613,126163.66,80728.56,0.36
2024,P013,Product_013,high,B,oil_gas,Customer_C,1621,131183.52,85993.01,0.344
2024,P013,Product_013,high,B,oil_gas,Customer_H,1621,128140.9,84669.58,0.339
2024,P013,Product_013,high,B,oil_gas,Customer_J,1621,138103.83,81050.35,0.413
2024,P013,Product_013,high,B,others,Customer_H,1343,95562.33,85794.71,0.102
2024,P013,Product_013,high,B,others,Customer_D,1343,91865.62,82797.99,0.099
2024,P014,Product_014,high,A,industrial,Customer_A,2409,91895.89,72443.82,0.212
2024,P014,Product_014,high,A,electronics,Customer_G,4464,107753.71,73021.18,0.322
2024,P014,Product_014,high,A,oil_gas,Customer_J,1250,113867.36,76723.1,0.326
2024,P014,Product_014,high,A,oil_gas,Customer_I,1250,114153.68,78068.12,0.316
2024,P014,Product_014,high,A,others,Customer_H,1420,83060.51,76849.97,0.075
2024,P014,Product_014,high,A,others,Customer_D,1420,82628.27,75721.73,0.084
2024,P014,Product_014,high,B,industrial,Customer_J,843,100470.58,87102.74,0.133
2024,P014,Product_014,high,B,industrial,Customer_G,843,104761.55,84614.63,0.192
2024,P014,Product_014,high,B,industrial,Customer_A,843,113350.61,86758.12,0.235
2024,P014,Product_014,high,B,electronics,Customer_G,1019,118605.93,81406.77,0.314
2024,P014,Product_014,high,B,oil_gas,Customer_C,700,140741.19,80989.72,0.425
2024,P014,Product_014,high,B,oil_gas,Customer_J,700,141708.02,80955.67,0.429
2024,P014,Product_014,high,B,others,Customer_D,2166,96481.0,85800.23,0.111
2024,P015,Product_015,high,A,industrial,Customer_A,1887,82967.03,79016.22,0.048
2024,P015,Product_015,high,A,industrial,Customer_J,1887,88813.64,77114.02,0.132
2024,P015,Product_015,high,A,electronics,Customer_I,2384,109862.88,75095.02,0.316
2024,P015,Product_015,high,A,electronics,Customer_J,2384,114149.42,74381.42,0.348
2024,P015,Product_015,high,A,oil_gas,Customer_C,1680,117219.69,74231.76,0.367
2024,P015,Product_015,high,A,oil_gas,Customer_H,1680,108025.52,77037.32,0.287
2024,P015,Product_015,high,A,others,Customer_D,840,82163.66,74959.8,0.088
2024,P015,Product_015,high,A,others,Customer_H,840,81791.31,77896.49,0.048
2024,P015,Product_015,high,B,industrial,Customer_A,3491,92646.06,81887.27,0.116
2024,P015,Product_015,high,B,electronics,Customer_B,1298,117287.04,84635.09,0.278
2024,P015,Product_015,high,B,electronics,Customer_G,1298,129758.82,83921.33,0.353
2024,P015,Product_015,high,B,oil_gas,Customer_C,1110,121622.58,85463.62,0.297
2024,P015,Product_015,high,B,oil_gas,Customer_H,1110,138500.24,81812.4,0.409
2024,P015,Product_015,high,B,others,Customer_D,4421,97800.54,83194.96,0.149
2024,P016,Product_016,high,A,industrial,Customer_J,1630,96027.27,72742.45,0.242
2024,P016,Product_016,high,A,industrial,Customer_E,1630,97129.19,78683.73,0.19
2024,P016,Product_016,high,A,industrial,Customer_A,1630,96558.85,78467.33,0.187
2024,P016,Product_016,high,A,electronics,Customer_F,710,116240.87,74496.75,0.359
2024,P016,Product_016,high,A,electronics,Customer_G,710,109346.2,77128.88,0.295
2024,P016,Product_016,high,A,electronics,Customer_I,710,110102.69,76678.46,0.304
2024,P016,Product_016,high,A,oil_gas,Customer_C,610,119759.23,73699.19,0.385
2024,P016,Product_016,high,A,oil_gas,Customer_I,610,126635.14,75213.14,0.406
2024,P016,Product_016,high,A,oil_gas,Customer_H,610,114197.61,78197.19,0.315
2024,P016,Product_016,high,A,others,Customer_D,2369,84007.29,78773.72,0.062
2024,P016,Product_016,high,B,industrial,Customer_A,1279,112711.25,82649.97,0.267
2024,P016,Product_016,high,B,industrial,Customer_E,1279,100177.41,78663.95,0.215
2024,P016,Product_016,high,B,industrial,Customer_J,1279,109690.19,82587.66,0.247
2024,P016,Product_016,high,B,electronics,Customer_J,1332,128503.26,85369.86,0.336
2024,P016,Product_016,high,B,electronics,Customer_F,1332,129143.49,80653.87,0.375
2024,P016,Product_016,high,B,oil_gas,Customer_I,1924,138009.5,81052.89,0.413
2024,P016,Product_016,high,B,oil_gas,Customer_C,1924,136584.72,79146.82,0.421
2024,P016,Product_016,high,B,others,Customer_H,2336,85931.17,81839.21,0.048
2024,P016,Product_016,high,B,others,Customer_D,2336,93772.06,79793.75,0.149
2024,P017,Product_017,high,A,industrial,Customer_G,1448,81360.15,77485.86,0.048
2024,P017,Product_017,high,A,industrial,Customer_E,1448,91174.9,78389.25,0.14
2024,P017,Product_017,high,A,industrial,Customer_A,1448,91778.25,79238.04,0.137
2024,P017,Product_017,high,A,electronics,Customer_B,790,108281.04,75787.08,0.3
2024,P017,Product_017,high,A,electronics,Customer_G,790,120354.09,73438.96,0.39
2024,P017,Product_017,high,A,oil_gas,Customer_C,4147,120618.12,72822.54,0.396
2024,P017,Product_017,high,A,others,Customer_H,2078,87347.27,76798.1,0.121
2024,P017,Product_017,high,A,others,Customer_D,2078,83561.0,79524.85,0.048
2024,P017,Product_017,high,B,industrial,Customer_G,697,96004.94,78036.99,0.187
2024,P017,Product_017,high,B,industrial,Customer_J,697,90153.09,78325.07,0.131
2024,P017,Product_017,high,B,industrial,Customer_A,697,105183.17,84901.79,0.193
2024,P017,Product_017,high,B,electronics,Customer_I,1957,112088.65,84720.44,0.244
2024,P017,Product_017,high,B,oil_gas,Customer_J,3265,123703.6,85943.83,0.305
2024,P017,Product_017,high,B,others,Customer_H,2635,96903.86,82815.15,0.145
2024,P018,Product_018,high,A,industrial,Customer_G,3070,83830.2,73872.78,0.119
2024,P018,Product_018,high,A,electronics,Customer_J,2086,108949.11,75695.21,0.305
2024,P018,Product_018,high,A,electronics,Customer_B,2086,111315.23,71902.9,0.354
2024,P018,Product_018,high,A,oil_gas,Customer_C,1270,119495.0,71453.84,0.402
2024,P018,Product_018,high,A,oil_gas,Customer_J,1270,106698.53,72532.88,0.32
2024,P018,Product_018,high,A,oil_gas,Customer_H,1270,124269.12,72282.37,0.418
2024,P018,Product_018,high,A,others,Customer_D,1008,81999.53,78094.79,0.048
2024,P018,Product_018,high,A,others,Customer_H,1008,89892.09,77656.68,0.136
2024,P018,Product_018,high,B,industrial,Customer_J,1920,92528.85,83100.4,0.102
2024,P018,Product_018,high,B,industrial,Customer_A,1920,95007.25,83929.08,0.117
2024,P018,Product_018,high,B,electronics,Customer_B,632,116860.8,83569.79,0.285
2024,P018,Product_018,high,B,electronics,Customer_F,632,112673.56,85996.32,0.237
2024,P018,Product_018,high,B,electronics,Customer_J,632,125794.65,82492.0,0.344
2024,P018,Product_018,high,B,oil_gas,Customer_C,1466,134056.94,84185.8,0.372
2024,P018,Product_018,high,B,oil_gas,Customer_H,1466,130758.42,85192.55,0.348
2024,P018,Product_018,high,B,others,Customer_D,1956,90777.74,86454.99,0.048
2024,P019,Product_019,high,A,industrial,Customer_A,1635,101056.85,76410.56,0.244
2024,P019,Product_019,high,A,industrial,Customer_J,1635,99246.68,79857.85,0.195
2024,P019,Product_019,high,A,industrial,Customer_E,1635,99977.61,79004.8,0.21
2024,P019,Product_019,high,A,electronics,Customer_J,2066,103722.78,77503.81,0.253
2024,P019,Product_019,high,A,oil_gas,Customer_H,1315,108071.21,75752.49,0.299
2024,P019,Product_019,high,A,oil_gas,Customer_J,1315,109448.81,71624.13,0.346
2024,P019,Product_019,high,A,others,Customer_D,876,83357.29,78123.68,0.063
2024,P019,Product_019,high,A,others,Customer_H,876,85080.43,74664.65,0.122
2024,P019,Product_019,high,B,industrial,Customer_G,1775,94143.7,88288.13,0.062
2024,P019,Product_019,high,B,electronics,Customer_J,1356,130791.77,80275.51,0.386
2024,P019,Product_019,high,B,electronics,Customer_I,1356,131484.25,84614.72,0.356
2024,P019,Product_019,high,B,electronics,Customer_B,1356,127265.71,86847.92,0.318
2024,P019,Product_019,high,B,oil_gas,Customer_C,4267,137733.74,84412.91,0.387
2024,P019,Product_019,high,B,others,Customer_D,4146,95839.27,83656.73,0.127
2024,P020,Product_020,high,A,industrial,Customer_G,2174,88684.49,81206.71,0.084
2024,P020,Product_020,high,A,industrial,Customer_J,2174,97362.3,74924.18,0.23
2024,P020,Product_020,high,A,electronics,Customer_B,1446,102776.93,78013.24,0.241
2024,P020,Product_020,high,A,electronics,Customer_I,1446,110028.46,80020.52,0.273
2024,P020,Product_020,high,A,oil_gas,Customer_H,2380,113933.37,78261.79,0.313
2024,P020,Product_020,high,A,oil_gas,Customer_I,2380,118851.96,74306.08,0.375
2024,P020,Product_020,high,A,others,Customer_H,2008,83315.43,78467.86,0.058
2024,P020,Product_020,high,B,industrial,Customer_G,2130,101365.02,83463.71,0.177
2024,P020,Product_020,high,B,industrial,Customer_J,2130,100918.98,86686.15,0.141
2024,P020,Product_020,high,B,electronics,Customer_J,2383,110490.76,82319.39,0.255
2024,P020,Product_020,high,B,electronics,Customer_F,2383,113502.57,86269.4,0.24
2024,P020,Product_020,high,B,oil_gas,Customer_H,936,132888.96,85889.33,0.354
2024,P020,Product_020,high,B,oil_gas,Customer_I,936,142037.76,84449.1,0.405
2024,P020,Product_020,high,B,others,Customer_D,798,89489.36,82165.27,0.082
2024,P020,Product_020,high,B,others,Customer_H,798,99245.32,80751.92,0.186
