product_code,product_name,cost_band,plant_code,segment_code,customer_code,unit_cost,unit_price,unit_profit,margin_rate,sales_volume
P008,Product_008,low,A,others,Customer_D,46764.51,52822.89,6058.38,0.115,1716
P008,Product_008,low,A,others,Customer_H,47254.49,54659.99,7405.5,0.135,1716
P008,Product_008,low,B,industrial,Customer_G,52974.79,57680.03,4705.24,0.082,2707
P008,Product_008,low,B,electronics,Customer_I,51502.36,80032.55,28530.19,0.356,1098
P008,Product_008,low,B,electronics,Customer_J,54211.29,82373.64,28162.35,0.342,1098
P008,Product_008,low,B,electronics,Customer_F,53648.47,74762.9,21114.43,0.282,1098
P008,Product_008,low,B,oil_gas,Customer_J,53070.09,89882.92,36812.83,0.41,1122
P008,Product_008,low,B,others,Customer_H,53732.17,56418.78,2686.61,0.048,2454
P008,Product_008,low,B,others,Customer_D,49159.43,56451.97,7292.54,0.129,2454
P009,Product_009,low,A,industrial,Customer_E,48723.39,62705.92,13982.53,0.223,2930
P009,Product_009,low,A,electronics,Customer_J,47572.54,66744.89,19172.35,0.287,1424
P009,Product_009,low,A,electronics,Customer_I,49623.37,72026.71,22403.34,0.311,1424
P009,Product_009,low,A,electronics,Customer_B,49803.63,73684.61,23880.98,0.324,1424
P009,Product_009,low,A,oil_gas,Customer_J,47221.95,66272.61,19050.66,0.287,4420
P009,Product_009,low,A,others,Customer_H,47797.94,54700.61,6902.67,0.126,2955
P009,Product_009,low,B,industrial,Customer_J,52847.45,67294.54,14447.09,0.215,573
P009,Product_009,low,B,industrial,Customer_E,50600.48,67313.66,16713.18,0.248,573
P009,Product_009,low,B,electronics,Customer_J,52092.63,68554.39,16461.76,0.24,744
P009,Product_009,low,B,electronics,Customer_I,52446.28,69832.4,17386.12,0.249,744
P009,Product_009,low,B,oil_gas,Customer_J,55266.36,77059.63,21793.27,0.283,3385
P009,Product_009,low,B,others,Customer_D,54678.89,57412.83,2733.94,0.048,3520
P010,Product_010,low,A,industrial,Customer_G,48567.34,56275.73,7708.39,0.137,1456
P010,Product_010,low,A,industrial,Customer_J,46636.43,52698.38,6061.95,0.115,1456
P010,Product_010,low,A,industrial,Customer_E,46524.59,51557.33,5032.74,0.098,1456
P010,Product_010,low,A,electronics,Customer_F,47961.87,71117.36,23155.49,0.326,1696
P010,Product_010,low,A,electronics,Customer_G,48973.57,70208.0,21234.43,0.302,1696
P010,Product_010,low,A,oil_gas,Customer_H,47523.28,79642.05,32118.77,0.403,627
P010,Product_010,low,A,oil_gas,Customer_I,46489.87,81045.77,34555.9,0.426,627
P010,Product_010,low,A,oil_gas,Customer_C,46641.41,81144.51,34503.1,0.425,627
P010,Product_010,low,A,others,Customer_D,49069.59,51523.07,2453.48,0.048,4723
P010,Product_010,low,B,industrial,Customer_E,52805.31,70495.34,17690.03,0.251,4062
P010,Product_010,low,B,electronics,Customer_I,53016.81,82345.15,29328.34,0.356,3863
P010,Product_010,low,B,oil_gas,Customer_H,56050.26,90598.27,34548.01,0.381,1034
P010,Product_010,low,B,oil_gas,Customer_C,53026.7,76253.96,23227.26,0.305,1034
P010,Product_010,low,B,oil_gas,Customer_I,52711.25,77071.93,24360.68,0.316,1034
P010,Product_010,low,B,others,Customer_D,52785.17,58862.64,6077.47,0.103,793
P010,Product_010,low,B,others,Customer_H,52132.15,54738.76,2606.61,0.048,793
P011,Product_011,high,A,industrial,Customer_J,76268.95,84084.78,7815.83,0.093,1103
P011,Product_011,high,A,electronics,Customer_F,78952.26,114946.7,35994.44,0.313,3557
P011,Product_011,high,A,oil_gas,Customer_H,74752.16,132151.45,57399.29,0.434,1980
P011,Product_011,high,A,oil_gas,Customer_J,78409.43,131114.69,52705.26,0.402,1980
P011,Product_011,high,A,others,Customer_H,76520.12,80858.9,4338.78,0.054,3869
P011,Product_011,high,B,industrial,Customer_E,85830.03,101231.82,15401.79,0.152,580
P011,Product_011,high,B,industrial,Customer_A,86496.48,101569.14,15072.66,0.148,580
P011,Product_011,high,B,electronics,Customer_G,79722.76,118855.75,39132.99,0.329,1815
P011,Product_011,high,B,oil_gas,Customer_J,89475.77,145430.65,55954.88,0.385,719
P011,Product_011,high,B,oil_gas,Customer_I,87535.23,133682.27,46147.04,0.345,719
P011,Product_011,high,B,oil_gas,Customer_C,88222.8,143977.54,55754.74,0.387,719
P011,Product_011,high,B,others,Customer_H,81957.18,88788.25,6831.07,0.077,3735
P012,Product_012,high,A,industrial,Customer_G,75420.27,85565.87,10145.6,0.119,1482
P012,Product_012,high,A,industrial,Customer_E,73095.48,92613.7,19518.22,0.211,1482
P012,Product_012,high,A,industrial,Customer_J,75419.33,83483.38,8064.05,0.097,1482
P012,Product_012,high,A,electronics,Customer_B,78365.46,116992.52,38627.06,0.33,1638
P012,Product_012,high,A,electronics,Customer_I,77046.72,100972.63,23925.91,0.237,1638
P012,Product_012,high,A,oil_gas,Customer_H,77662.13,119420.28,41758.15,0.35,4354
P012,Product_012,high,A,others,Customer_D,78752.73,86304.24,7551.51,0.087,2340
P012,Product_012,high,A,others,Customer_H,79337.98,83304.88,3966.9,0.048,2340
P012,Product_012,high,B,industrial,Customer_A,80936.16,101859.34,20923.18,0.205,726
P012,Product_012,high,B,industrial,Customer_G,84787.99,105316.87,20528.88,0.195,726
P012,Product_012,high,B,electronics,Customer_B,86354.97,129720.03,43365.06,0.334,4587
P012,Product_012,high,B,oil_gas,Customer_I,78062.92,139293.07,61230.15,0.44,508
P012,Product_012,high,B,oil_gas,Customer_H,82588.36,120177.81,37589.45,0.313,508
P012,Product_012,high,B,others,Customer_H,87181.44,91540.51,4359.07,0.048,1034
P012,Product_012,high,B,others,Customer_D,86814.83,91155.57,4340.74,0.048,1034
P013,Product_013,high,A,industrial,Customer_E,78989.08,83953.04,4963.96,0.059,923
P013,Product_013,high,A,industrial,Customer_A,76689.65,84732.21,8042.56,0.095,923
P013,Product_013,high,A,industrial,Customer_J,77688.96,97670.55,19981.59,0.205,923
P013,Product_013,high,A,electronics,Customer_G,75481.52,98381.22,22899.7,0.233,1301
P013,Product_013,high,A,oil_gas,Customer_I,78396.89,123045.28,44648.39,0.363,996
P013,Product_013,high,A,oil_gas,Customer_J,81207.89,118348.29,37140.4,0.314,996
P013,Product_013,high,A,others,Customer_D,72742.16,78366.53,5624.37,0.072,3975
P013,Product_013,high,B,industrial,Customer_E,85869.71,103436.89,17567.18,0.17,564
P013,Product_013,high,B,industrial,Customer_J,84717.22,92853.37,8136.15,0.088,564
P013,Product_013,high,B,electronics,Customer_G,80728.56,126163.66,45435.1,0.36,3613
P013,Product_013,high,B,oil_gas,Customer_C,85993.01,131183.52,45190.51,0.344,1621
P013,Product_013,high,B,oil_gas,Customer_H,84669.58,128140.9,43471.32,0.339,1621
P013,Product_013,high,B,oil_gas,Customer_J,81050.35,138103.83,57053.48,0.413,1621
P013,Product_013,high,B,others,Customer_H,85794.71,95562.33,9767.62,0.102,1343
P013,Product_013,high,B,others,Customer_D,82797.99,91865.62,9067.63,0.099,1343
P014,Product_014,high,A,industrial,Customer_A,72443.82,91895.89,19452.07,0.212,2409
P014,Product_014,high,A,electronics,Customer_G,73021.18,107753.71,34732.53,0.322,4464
P014,Product_014,high,A,oil_gas,Customer_J,76723.1,113867.36,37144.26,0.326,1250
P014,Product_014,high,A,oil_gas,Customer_I,78068.12,114153.68,36085.56,0.316,1250
P014,Product_014,high,A,others,Customer_H,76849.97,83060.51,6210.54,0.075,1420
P014,Product_014,high,A,others,Customer_D,75721.73,82628.27,6906.54,0.084,1420
P014,Product_014,high,B,industrial,Customer_J,87102.74,100470.58,13367.84,0.133,843
P014,Product_014,high,B,industrial,Customer_G,84614.63,104761.55,20146.92,0.192,843
P014,Product_014,high,B,industrial,Customer_A,86758.12,113350.61,26592.49,0.235,843
P014,Product_014,high,B,electronics,Customer_G,81406.77,118605.93,37199.16,0.314,1019
P014,Product_014,high,B,oil_gas,Customer_C,80989.72,140741.19,59751.47,0.425,700
P014,Product_014,high,B,oil_gas,Customer_J,80955.67,141708.02,60752.35,0.429,700
P014,Product_014,high,B,others,Customer_D,85800.23,96481.0,10680.77,0.111,2166
P015,Product_015,high,A,industrial,Customer_A,79016.22,82967.03,3950.81,0.048,1887
P015,Product_015,high,A,industrial,Customer_J,77114.02,88813.64,11699.62,0.132,1887
P015,Product_015,high,A,electronics,Customer_I,75095.02,109862.88,34767.86,0.316,2384
P015,Product_015,high,A,electronics,Customer_J,74381.42,114149.42,39768.0,0.348,2384
P015,Product_015,high,A,oil_gas,Customer_C,74231.76,117219.69,42987.93,0.367,1680
P015,Product_015,high,A,oil_gas,Customer_H,77037.32,108025.52,30988.2,0.287,1680
P015,Product_015,high,A,others,Customer_D,74959.8,82163.66,7203.86,0.088,840
P015,Product_015,high,A,others,Customer_H,77896.49,81791.31,3894.82,0.048,840
P015,Product_015,high,B,industrial,Customer_A,81887.27,92646.06,10758.79,0.116,3491
P015,Product_015,high,B,electronics,Customer_B,84635.09,117287.04,32651.95,0.278,1298
P015,Product_015,high,B,electronics,Customer_G,83921.33,129758.82,45837.49,0.353,1298
P015,Product_015,high,B,oil_gas,Customer_C,85463.62,121622.58,36158.96,0.297,1110
P015,Product_015,high,B,oil_gas,Customer_H,81812.4,138500.24,56687.84,0.409,1110
P015,Product_015,high,B,others,Customer_D,83194.96,97800.54,14605.58,0.149,4421
P016,Product_016,high,A,industrial,Customer_J,72742.45,96027.27,23284.82,0.242,1630
P016,Product_016,high,A,industrial,Customer_E,78683.73,97129.19,18445.46,0.19,1630
P016,Product_016,high,A,industrial,Customer_A,78467.33,96558.85,18091.52,0.187,1630
P016,Product_016,high,A,electronics,Customer_F,74496.75,116240.87,41744.12,0.359,710
P016,Product_016,high,A,electronics,Customer_G,77128.88,109346.2,32217.32,0.295,710
P016,Product_016,high,A,electronics,Customer_I,76678.46,110102.69,33424.23,0.304,710
P016,Product_016,high,A,oil_gas,Customer_C,73699.19,119759.23,46060.04,0.385,610
P016,Product_016,high,A,oil_gas,Customer_I,75213.14,126635.14,51422.0,0.406,610
P016,Product_016,high,A,oil_gas,Customer_H,78197.19,114197.61,36000.42,0.315,610
P016,Product_016,high,A,others,Customer_D,78773.72,84007.29,5233.57,0.062,2369
P016,Product_016,high,B,industrial,Customer_A,82649.97,112711.25,30061.28,0.267,1279
P016,Product_016,high,B,industrial,Customer_E,78663.95,100177.41,21513.46,0.215,1279
P016,Product_016,high,B,industrial,Customer_J,82587.66,109690.19,27102.53,0.247,1279
P016,Product_016,high,B,electronics,Customer_J,85369.86,128503.26,43133.4,0.336,1332
P016,Product_016,high,B,electronics,Customer_F,80653.87,129143.49,48489.62,0.375,1332
P016,Product_016,high,B,oil_gas,Customer_I,81052.89,138009.5,56956.61,0.413,1924
P016,Product_016,high,B,oil_gas,Customer_C,79146.82,136584.72,57437.9,0.421,1924
P016,Product_016,high,B,others,Customer_H,81839.21,85931.17,4091.96,0.048,2336
P016,Product_016,high,B,others,Customer_D,79793.75,93772.06,13978.31,0.149,2336
P017,Product_017,high,A,industrial,Customer_G,77485.86,81360.15,3874.29,0.048,1448
P017,Product_017,high,A,industrial,Customer_E,78389.25,91174.9,12785.65,0.14,1448
P017,Product_017,high,A,industrial,Customer_A,79238.04,91778.25,12540.21,0.137,1448
P017,Product_017,high,A,electronics,Customer_B,75787.08,108281.04,32493.96,0.3,790
P017,Product_017,high,A,electronics,Customer_G,73438.96,120354.09,46915.13,0.39,790
P017,Product_017,high,A,oil_gas,Customer_C,72822.54,120618.12,47795.58,0.396,4147
P017,Product_017,high,A,others,Customer_H,76798.1,87347.27,10549.17,0.121,2078
P017,Product_017,high,A,others,Customer_D,79524.85,83561.0,4036.15,0.048,2078
P017,Product_017,high,B,industrial,Customer_G,78036.99,96004.94,17967.95,0.187,697
P017,Product_017,high,B,industrial,Customer_J,78325.07,90153.09,11828.02,0.131,697
P017,Product_017,high,B,industrial,Customer_A,84901.79,105183.17,20281.38,0.193,697
P017,Product_017,high,B,electronics,Customer_I,84720.44,112088.65,27368.21,0.244,1957
P017,Product_017,high,B,oil_gas,Customer_J,85943.83,123703.6,37759.77,0.305,3265
P017,Product_017,high,B,others,Customer_H,82815.15,96903.86,14088.71,0.145,2635
P018,Product_018,high,A,industrial,Customer_G,73872.78,83830.2,9957.42,0.119,3070
P018,Product_018,high,A,electronics,Customer_J,75695.21,108949.11,33253.9,0.305,2086
P018,Product_018,high,A,electronics,Customer_B,71902.9,111315.23,39412.33,0.354,2086
P018,Product_018,high,A,oil_gas,Customer_C,71453.84,119495.0,48041.16,0.402,1270
P018,Product_018,high,A,oil_gas,Customer_J,72532.88,106698.53,34165.65,0.32,1270
P018,Product_018,high,A,oil_gas,Customer_H,72282.37,124269.12,51986.75,0.418,1270
P018,Product_018,high,A,others,Customer_D,78094.79,81999.53,3904.74,0.048,1008
P018,Product_018,high,A,others,Customer_H,77656.68,89892.09,12235.41,0.136,1008
P018,Product_018,high,B,industrial,Customer_J,83100.4,92528.85,9428.45,0.102,1920
P018,Product_018,high,B,industrial,Customer_A,83929.08,95007.25,11078.17,0.117,1920
P018,Product_018,high,B,electronics,Customer_B,83569.79,116860.8,33291.01,0.285,632
P018,Product_018,high,B,electronics,Customer_F,85996.32,112673.56,26677.24,0.237,632
P018,Product_018,high,B,electronics,Customer_J,82492.0,125794.65,43302.65,0.344,632
P018,Product_018,high,B,oil_gas,Customer_C,84185.8,134056.94,49871.14,0.372,1466
P018,Product_018,high,B,oil_gas,Customer_H,85192.55,130758.42,45565.87,0.348,1466
P018,Product_018,high,B,others,Customer_D,86454.99,90777.74,4322.75,0.048,1956
P019,Product_019,high,A,industrial,Customer_A,76410.56,101056.85,24646.29,0.244,1635
P019,Product_019,high,A,industrial,Customer_J,79857.85,99246.68,19388.83,0.195,1635
P019,Product_019,high,A,industrial,Customer_E,79004.8,99977.61,20972.81,0.21,1635
P019,Product_019,high,A,electronics,Customer_J,77503.81,103722.78,26218.97,0.253,2066
P019,Product_019,high,A,oil_gas,Customer_H,75752.49,108071.21,32318.72,0.299,1315
P019,Product_019,high,A,oil_gas,Customer_J,71624.13,109448.81,37824.68,0.346,1315
P019,Product_019,high,A,others,Customer_D,78123.68,83357.29,5233.61,0.063,876
P019,Product_019,high,A,others,Customer_H,74664.65,85080.43,10415.78,0.122,876
P019,Product_019,high,B,industrial,Customer_G,88288.13,94143.7,5855.57,0.062,1775
P019,Product_019,high,B,electronics,Customer_J,80275.51,130791.77,50516.26,0.386,1356
P019,Product_019,high,B,electronics,Customer_I,84614.72,131484.25,46869.53,0.356,1356
P019,Product_019,high,B,electronics,Customer_B,86847.92,127265.71,40417.79,0.318,1356
P019,Product_019,high,B,oil_gas,Customer_C,84412.91,137733.74,53320.83,0.387,4267
P019,Product_019,high,B,others,Customer_D,83656.73,95839.27,12182.54,0.127,4146
P020,Product_020,high,A,industrial,Customer_G,81206.71,88684.49,7477.78,0.084,2174
P020,Product_020,high,A,industrial,Customer_J,74924.18,97362.3,22438.12,0.23,2174
P020,Product_020,high,A,electronics,Customer_B,78013.24,102776.93,24763.69,0.241,1446
P020,Product_020,high,A,electronics,Customer_I,80020.52,110028.46,30007.94,0.273,1446
P020,Product_020,high,A,oil_gas,Customer_H,78261.79,113933.37,35671.58,0.313,2380
P020,Product_020,high,A,oil_gas,Customer_I,74306.08,118851.96,44545.88,0.375,2380
P020,Product_020,high,A,others,Customer_H,78467.86,83315.43,4847.57,0.058,2008
P020,Product_020,high,B,industrial,Customer_G,83463.71,101365.02,17901.31,0.177,2130
P020,Product_020,high,B,industrial,Customer_J,86686.15,100918.98,14232.83,0.141,2130
P020,Product_020,high,B,electronics,Customer_J,82319.39,110490.76,28171.37,0.255,2383
P020,Product_020,high,B,electronics,Customer_F,86269.4,113502.57,27233.17,0.24,2383
P020,Product_020,high,B,oil_gas,Customer_H,85889.33,132888.96,46999.63,0.354,936
P020,Product_020,high,B,oil_gas,Customer_I,84449.1,142037.76,57588.66,0.405,936
P020,Product_020,high,B,others,Customer_D,82165.27,89489.36,7324.09,0.082,798
P020,Product_020,high,B,others,Customer_H,80751.92,99245.32,18493.4,0.186,798
