year,product_code,product_name,cost_band,plant,segment,sales_qty,unit_price,sales_amount,unit_cost,margin_rate,customer_name
2024,P004,Product_004,low,B,electronics,4437.0,80772,358385364.0,63066.73,0.21920057813593358,Customer_E
2024,P004,Product_004,low,B,oil_gas,886.0,92083,81585538.0,41510.62,0.5492043080083411,Customer_C
2024,P004,Product_004,low,B,others,1438.0,80545,115823710.0,65949.7,0.18120672121892195,Customer_I
2024,P005,Product_005,low,A,industrial,3636.0,40197,146156292.0,35716.39,0.11146637218909894,Customer_D
2024,P005,Product_005,low,A,electronics,4398.0,63509,279312582.0,48254.78,0.24018984575423646,Customer_E
2024,P005,Product_005,low,A,oil_gas,2314.0,74698,172851172.0,35163.23,0.5292614894203364,Customer_D
2024,P005,Product_005,low,A,others,5997.0,84542,506998374.0,65455.69,0.22576125927962146,Customer_E
2024,P005,Product_005,low,B,industrial,1166.0,55087,64231442.0,48135.09,0.12619872671896876,Customer_G
2024,P005,Product_005,low,B,electronics,2786.0,62671,174601406.0,50214.56,0.19875929209758042,Customer_I
2024,P005,Product_005,low,B,oil_gas,1123.0,65184,73201632.0,33016.52,0.49348734754115947,Customer_G
2024,P005,Product_005,low,B,others,737.0,67848,50003976.0,51920.76,0.23474889243828112,Customer_E
2024,P006,Product_006,low,A,industrial,5502.0,82107,451752714.0,71038.23,0.13480907157433447,Customer_J
2024,P006,Product_006,low,A,electronics,2878.0,60666,174596748.0,46144.64,0.2393657854864083,Customer_J
2024,P006,Product_006,low,A,oil_gas,216.0,84357,18221112.0,38546.15,0.5430592442045177,Customer_G
2024,P006,Product_006,low,A,others,3219.0,91663,295063197.0,72330.6,0.21090739190887503,Customer_J
2024,P006,Product_006,low,B,industrial,4573.0,55708,254752684.0,49573.36,0.11012130357497597,Customer_E
2024,P006,Product_006,low,B,electronics,2528.0,66370,167783360.0,50848.47,0.23386361431734204,Customer_C
2024,P006,Product_006,low,B,oil_gas,648.0,89811,58197528.0,42929.92,0.5219971144622212,Customer_G
2024,P006,Product_006,low,B,others,1660.0,42811,71066260.0,33128.98,0.22615735018061628,Customer_B
2024,P007,Product_007,low,A,industrial,5934.0,96250,571147500.0,83384.9,0.1336634135548881,Customer_I
2024,P007,Product_007,low,A,electronics,1165.0,87011,101367815.0,66023.91,0.2412004273454053,Customer_J
2024,P007,Product_007,low,A,oil_gas,2604.0,46546,121205784.0,23410.79,0.49703961254812284,Customer_J
2024,P007,Product_007,low,A,others,202.0,98713,19940026.0,78965.8,0.20004663621119553,Customer_A
2024,P007,Product_007,low,B,industrial,5086.0,74754,380198844.0,68959.18,0.07751855518726952,Customer_F
2024,P007,Product_007,low,B,electronics,1916.0,70206,134514696.0,55023.08,0.21626241127969392,Customer_G
2024,P007,Product_007,low,B,oil_gas,747.0,81106,60586182.0,42752.97,0.47287538190373934,Customer_H
2024,P007,Product_007,low,B,others,4254.0,51411,218702394.0,40756.18,0.20724784145059683,Customer_J
2024,P008,Product_008,low,A,industrial,7089.0,42911,304196079.0,38044.4,0.11341157077660613,Customer_I
2024,P008,Product_008,low,A,electronics,1493.0,41734,62308862.0,33682.54,0.19292330017026277,Customer_B
2024,P008,Product_008,low,A,oil_gas,2254.0,58227,131243658.0,28108.11,0.5172666608455209,Customer_J
2024,P008,Product_008,low,A,others,4078.0,48680,198517040.0,40285.62,0.17244001999512396,Customer_B
2024,P008,Product_008,low,B,industrial,6167.0,59360,366073120.0,55027.44,0.07298785509993716,Customer_E
2024,P008,Product_008,low,B,electronics,1492.0,58343,87047756.0,44585.25,0.23580804485277268,Customer_E
2024,P008,Product_008,low,B,oil_gas,2170.0,45759,99297030.0,22933.71,0.49881525131290105,Customer_F
2024,P008,Product_008,low,B,others,274.0,63078,17283372.0,51713.56,0.1801648410121508,Customer_C
2024,P009,Product_009,low,A,industrial,9824.0,75153,738303072.0,66752.44,0.11177946080438436,Customer_H
2024,P009,Product_009,low,A,electronics,2772.0,51111,141679692.0,39273.72,0.23159948424788887,Customer_A
2024,P009,Product_009,low,A,oil_gas,693.0,77504,53710272.0,39738.96,0.4872656821997475,Customer_F
2024,P009,Product_009,low,A,others,5174.0,41802,216283548.0,32612.61,0.21983123806552002,Customer_D
2024,P009,Product_009,low,B,industrial,7274.0,48155,350279470.0,44455.36,0.07682779719950145,Customer_A
2024,P009,Product_009,low,B,electronics,3635.0,48120,174916200.0,39740.65,0.17413453769348863,Customer_G
2024,P009,Product_009,low,B,oil_gas,610.0,79384,48424240.0,38699.04,0.5125083705254518,Customer_I
2024,P009,Product_009,low,B,others,1175.0,87025,102254375.0,68466.85,0.21325080972880853,Customer_D
2024,P010,Product_010,low,A,industrial,976.0,87254,85159904.0,76696.76,0.12099439211985653,Customer_D
2024,P010,Product_010,low,A,electronics,1302.0,61918,80617236.0,47795.29,0.22808730669781294,Customer_F
2024,P010,Product_010,low,A,oil_gas,744.0,60445,44971080.0,27317.02,0.5480681663570027,Customer_C
2024,P010,Product_010,low,A,others,7496.0,70306,527013776.0,55450.06,0.21130402786409563,Customer_F
2024,P010,Product_010,low,B,industrial,6401.0,56646,362591046.0,51217.24,0.09583651783529969,Customer_G
2024,P010,Product_010,low,B,electronics,4624.0,86843,401562032.0,66555.18,0.2336148955814963,Customer_J
2024,P010,Product_010,low,B,oil_gas,212.0,95439,20233068.0,48514.83,0.4916665801009659,Customer_J
2024,P010,Product_010,low,B,others,623.0,71065,44273495.0,56488.31,0.2051177136564509,Customer_C
2024,P011,Product_011,low,A,industrial,4830.0,65199,314911170.0,60225.85,0.07627651050738128,Customer_G
2024,P011,Product_011,low,A,electronics,5306.0,81976,434964656.0,67873.83,0.17202805947323663,Customer_C
2024,P011,Product_011,low,A,oil_gas,103.0,56371,5806213.0,25535.39,0.547011873174234,Customer_B
2024,P011,Product_011,low,A,others,4011.0,51835,207910185.0,39556.41,0.23687840964097648,Customer_J
2024,P011,Product_011,low,B,industrial,3326.0,85936,285823136.0,75135.74,0.12567793648749584,Customer_D
2024,P011,Product_011,low,B,electronics,2607.0,42049,109621743.0,33524.99,0.2027162355531416,Customer_H
2024,P011,Product_011,low,B,oil_gas,706.0,71616,50560896.0,36963.63,0.4838635456056677,Customer_I
2024,P011,Product_011,low,B,others,517.0,78191,40424747.0,63919.97,0.1825149634136869,Customer_G
2024,P012,Product_012,low,A,industrial,10308.0,87357,900475956.0,79493.17,0.09001943185316763,Customer_A
2024,P012,Product_012,low,A,electronics,6092.0,60932,371197744.0,47896.32,0.21393813317648966,Customer_C
2024,P012,Product_012,low,A,oil_gas,2317.0,92260,213766420.0,43623.51,0.5271676738160049,Customer_I
2024,P012,Product_012,low,A,others,3574.0,69855,249661770.0,54290.2,0.2228157901374185,Customer_A
2024,P012,Product_012,low,B,industrial,5003.0,47158,235931474.0,42800.85,0.09239471175567543,Customer_I
2024,P012,Product_012,low,B,electronics,280.0,83016,23244480.0,62561.75,0.24638922245305556,Customer_H
2024,P012,Product_012,low,B,oil_gas,2204.0,47400,104469600.0,22323.89,0.5290317533356614,Customer_A
2024,P012,Product_012,low,B,others,3371.0,92322,311217462.0,72532.93,0.21434832420091207,Customer_F
2024,P013,Product_013,high,A,industrial,10497.0,82642,867493074.0,74465.59,0.09893765969874818,Customer_E
2024,P013,Product_013,high,A,electronics,3402.0,55151,187623702.0,45027.04,0.1835680049942232,Customer_F
2024,P013,Product_013,high,A,oil_gas,2370.0,91407,216634590.0,48462.3,0.4698184791600926,Customer_J
2024,P013,Product_013,high,A,others,1359.0,41154,55928286.0,33808.92,0.17847781429210094,Customer_E
2024,P013,Product_013,high,B,industrial,4428.0,44499,197041572.0,39576.18,0.11062768883714953,Customer_F
2024,P013,Product_013,high,B,electronics,2679.0,46295,124024305.0,39297.44,0.1511514790903805,Customer_E
2024,P013,Product_013,high,B,oil_gas,740.0,95349,70558260.0,51556.56,0.4592858112405533,Customer_E
2024,P013,Product_013,high,B,others,2936.0,99040,290781440.0,83819.51,0.15368021136174023,Customer_D
2024,P014,Product_014,high,A,industrial,8802.0,52183,459314766.0,49403.82,0.053258304185517615,Customer_C
2024,P014,Product_014,high,A,electronics,1502.0,69299,104087098.0,54161.54,0.2184368467208806,Customer_C
2024,P014,Product_014,high,A,oil_gas,381.0,52874,20144994.0,26104.28,0.5062926287504019,Customer_D
2024,P014,Product_014,high,A,others,6903.0,90800,626792400.0,73735.6,0.18793390632698603,Customer_I
2024,P014,Product_014,high,B,industrial,1517.0,72711,110302587.0,68506.36,0.05782673285208012,Customer_B
2024,P014,Product_014,high,B,electronics,4278.0,45539,194815842.0,36917.13,0.1893292700093466,Customer_I
2024,P014,Product_014,high,B,oil_gas,135.0,82405,11124675.0,42201.43,0.48787774166244524,Customer_A
2024,P014,Product_014,high,B,others,1667.0,93351,155616117.0,78054.86,0.16385614959280123,Customer_A
2024,P015,Product_015,high,A,industrial,2151.0,97597,209931147.0,89329.74,0.08470813193903784,Customer_E
2024,P015,Product_015,high,A,electronics,3849.0,88354,340074546.0,72284.14,0.1818803787517899,Customer_F
2024,P015,Product_015,high,A,oil_gas,420.0,42557,17873940.0,21309.65,0.4992680078441773,Customer_F
2024,P015,Product_015,high,A,others,6450.0,78360,505422000.0,62624.72,0.2008074920694115,Customer_C
2024,P015,Product_015,high,B,industrial,2904.0,56482,164023728.0,53453.19,0.05362432078176357,Customer_G
2024,P015,Product_015,high,B,electronics,1658.0,42200,69967600.0,34605.31,0.1799690091701177,Customer_I
2024,P015,Product_015,high,B,oil_gas,1481.0,86940,128758140.0,43464.02,0.5000687932571389,Customer_J
2024,P015,Product_015,high,B,others,4984.0,42961,214117624.0,34787.63,0.19025090068640702,Customer_H
2024,P016,Product_016,high,A,industrial,2590.0,86975,225265250.0,76666.79,0.11851918729506579,Customer_F
2024,P016,Product_016,high,A,electronics,2427.0,61357,148913439.0,48920.21,0.2026954905295156,Customer_H
2024,P016,Product_016,high,A,oil_gas,2160.0,93585,202143600.0,50251.89,0.46303475416651435,Customer_E
2024,P016,Product_016,high,A,others,4895.0,51969,254388255.0,43880.26,0.1556454997920344,Customer_H
2024,P016,Product_016,high,B,industrial,4262.0,42869,182707678.0,38522.36,0.10139354225650525,Customer_J
2024,P016,Product_016,high,B,electronics,2638.0,90108,237704904.0,76400.69,0.15212090484332974,Customer_D
2024,P016,Product_016,high,B,oil_gas,752.0,86760,65243520.0,43652.25,0.49686204650187704,Customer_J
2024,P016,Product_016,high,B,others,3325.0,68643,228237975.0,53183.33,0.2252184193139966,Customer_H
2024,P017,Product_017,high,A,industrial,6239.0,64736,403887904.0,58518.89,0.09603793423007032,Customer_J
2024,P017,Product_017,high,A,electronics,6647.0,78467,521570149.0,64260.27,0.18105359409652177,Customer_B
2024,P017,Product_017,high,A,oil_gas,2359.0,63328,149390752.0,31571.35,0.5014630574753882,Customer_E
2024,P017,Product_017,high,A,others,2199.0,93645,205925355.0,76165.2,0.18666023123932135,Customer_I
2024,P017,Product_017,high,B,industrial,3255.0,65876,214426380.0,59706.76,0.09364934314527479,Customer_D
2024,P017,Product_017,high,B,electronics,1644.0,61295,100768980.0,47484.18,0.22531718470212203,Customer_F
2024,P017,Product_017,high,B,oil_gas,722.0,43987,31758614.0,22834.17,0.48088821102406193,Customer_A
2024,P017,Product_017,high,B,others,2250.0,98871,222459750.0,76437.64,0.22689524510591313,Customer_I
2024,P018,Product_018,high,A,industrial,7600.0,62399,474232400.0,54759.61,0.1224280513564851,Customer_A
2024,P018,Product_018,high,A,electronics,3113.0,86214,268384182.0,71931.51,0.16566329078314374,Customer_E
2024,P018,Product_018,high,A,oil_gas,889.0,73986,65773554.0,40281.76,0.45554890407001325,Customer_D
2024,P018,Product_018,high,A,others,6206.0,60880,377821280.0,51257.17,0.15806224011019415,Customer_C
2024,P018,Product_018,high,B,industrial,4340.0,44735,194149900.0,42433.04,0.051457746052123984,Customer_F
2024,P018,Product_018,high,B,electronics,1289.0,84064,108358496.0,70819.26,0.1575554368604743,Customer_B
2024,P018,Product_018,high,B,oil_gas,358.0,44555,15950690.0,22070.74,0.5046405418733085,Customer_C
2024,P018,Product_018,high,B,others,5097.0,81914,417515658.0,69160.39,0.15569509187681832,Customer_E
2024,P019,Product_019,high,A,industrial,10083.0,80818,814887894.0,74714.78,0.0755180504235009,Customer_I
2024,P019,Product_019,high,A,electronics,5125.0,85525,438315625.0,66915.61,0.21759002487755638,Customer_B
2024,P019,Product_019,high,A,oil_gas,3088.0,59830,184755040.0,32795.11,0.45186175485886604,Customer_J
2024,P019,Product_019,high,A,others,1146.0,57429,65813634.0,45072.72,0.21515747860711487,Customer_H
2024,P019,Product_019,high,B,industrial,3281.0,46893,153855933.0,43490.99,0.072548381981872,Customer_B
2024,P019,Product_019,high,B,electronics,3306.0,90845,300333570.0,76359.48,0.1594531862097325,Customer_E
2024,P019,Product_019,high,B,oil_gas,1703.0,54373,92597219.0,26874.45,0.5057389732291321,Customer_G
2024,P019,Product_019,high,B,others,1678.0,87333,146544774.0,69838.85,0.20031542774239072,Customer_H
2024,P020,Product_020,high,A,industrial,7605.0,43436,330330780.0,38215.09,0.12019776108216423,Customer_A
2024,P020,Product_020,high,A,electronics,5145.0,48754,250839330.0,38573.89,0.20880568350431086,Customer_F
2024,P020,Product_020,high,A,oil_gas,1236.0,50677,62636772.0,24614.91,0.5142784744307879,Customer_A
2024,P020,Product_020,high,A,others,7153.0,45895,328286935.0,37975.23,0.17256276580570454,Customer_B
2024,P020,Product_020,high,B,industrial,2175.0,59738,129930150.0,55903.11,0.06419516350237783,Customer_A
2024,P020,Product_020,high,B,electronics,3432.0,70746,242800272.0,55885.86,0.21004918013126866,Customer_E
2024,P020,Product_020,high,B,oil_gas,1576.0,89377,140858152.0,43388.35,0.5145467791413811,Customer_J
2024,P020,Product_020,high,B,others,1827.0,88404,161514108.0,68138.23,0.22924041136005388,Customer_I
