year,product_code,product_name,cost_band,plant,segment,sales_qty,unit_price,sales_amount,unit_cost,margin_rate,customer_name,unit_profit,opt_sales_qty,delta_sales_qty
2024,P004,Product_004,low,A,electronics,2538.0,52688,133722144.0,39785.11,0.2448923819328625,Customer_D,12902.88981927866,0,-2538.0
2024,P004,Product_004,low,A,industrial,2402.0,93370,224274740.0,82675.02,0.114544100996668,Customer_G,10694.98271005889,4804,2402.0
2024,P004,Product_004,low,A,oil_gas,183.0,65342,11957586.0,30992.86,0.5256823837339979,Customer_C,34349.13831794689,0,-183.0
2024,P004,Product_004,low,A,others,4259.0,77157,328611663.0,60521.57,0.2156048936071492,Customer_J,16635.42677604681,8518,4259.0
2024,P004,Product_004,low,B,electronics,4437.0,80772,358385364.0,63066.73,0.2192005781359335,Customer_E,17705.26909719562,8874,4437.0
2024,P004,Product_004,low,B,industrial,4856.0,42327,205539912.0,39035.05,0.0777741195016614,Customer_E,3291.945156146822,0,-4856.0
2024,P004,Product_004,low,B,oil_gas,886.0,92083,81585538.0,41510.62,0.5492043080083411,Customer_C,50572.38029433207,1772,886.0
2024,P004,Product_004,low,B,others,1438.0,80545,115823710.0,65949.7,0.1812067212189219,Customer_I,14595.295360578064,2876,1438.0
2024,P005,Product_005,low,A,electronics,4398.0,63509,279312582.0,48254.78,0.2401898457542364,Customer_E,15254.2169140058,8796,4398.0
2024,P005,Product_005,low,A,industrial,3636.0,40197,146156292.0,35716.39,0.1114663721890989,Customer_D,4480.613762885208,0,-3636.0
2024,P005,Product_005,low,A,oil_gas,2314.0,74698,172851172.0,35163.23,0.5292614894203364,Customer_D,39534.77473672028,4628,2314.0
2024,P005,Product_005,low,A,others,5997.0,84542,506998374.0,65455.69,0.2257612592796214,Customer_E,19086.308382017753,11994,5997.0
2024,P005,Product_005,low,B,electronics,2786.0,62671,174601406.0,50214.56,0.1987592920975804,Customer_I,12456.44359504746,0,-2786.0
2024,P005,Product_005,low,B,industrial,1166.0,55087,64231442.0,48135.09,0.1261987267189687,Customer_G,6951.909258767829,2332,1166.0
2024,P005,Product_005,low,B,oil_gas,1123.0,65184,73201632.0,33016.52,0.4934873475411594,Customer_G,32167.479262122935,0,-1123.0
2024,P005,Product_005,low,B,others,737.0,67848,50003976.0,51920.76,0.2347488924382811,Customer_E,15927.242854152495,1474,737.0
2024,P006,Product_006,low,A,electronics,2878.0,60666,174596748.0,46144.64,0.2393657854864083,Customer_J,14521.364742318447,5756,2878.0
2024,P006,Product_006,low,A,industrial,5502.0,82107,451752714.0,71038.23,0.1348090715743344,Customer_J,11068.768439753874,11004,5502.0
2024,P006,Product_006,low,A,oil_gas,216.0,84357,18221112.0,38546.15,0.5430592442045177,Customer_G,45810.8486633605,432,216.0
2024,P006,Product_006,low,A,others,3219.0,91663,295063197.0,72330.6,0.210907391908875,Customer_J,19332.40426454321,6438,3219.0
2024,P006,Product_006,low,B,electronics,2528.0,66370,167783360.0,50848.47,0.233863614317342,Customer_C,15521.52808224199,5056,2528.0
2024,P006,Product_006,low,B,industrial,4573.0,55708,254752684.0,49573.36,0.1101213035749759,Customer_E,6134.637579554757,9146,4573.0
2024,P006,Product_006,low,B,oil_gas,648.0,89811,58197528.0,42929.92,0.5219971144622212,Customer_G,46881.08284696655,1296,648.0
2024,P006,Product_006,low,B,others,1660.0,42811,71066260.0,33128.98,0.2261573501806162,Customer_B,9682.02231858236,0,-1660.0
2024,P007,Product_007,low,A,electronics,1165.0,87011,101367815.0,66023.91,0.2412004273454053,Customer_J,20987.090383751063,2330,1165.0
2024,P007,Product_007,low,A,industrial,5934.0,96250,571147500.0,83384.9,0.1336634135548881,Customer_I,12865.103554657979,11868,5934.0
2024,P007,Product_007,low,A,oil_gas,2604.0,46546,121205784.0,23410.79,0.4970396125481228,Customer_J,23135.205805664922,0,-2604.0
2024,P007,Product_007,low,A,others,202.0,98713,19940026.0,78965.8,0.2000466362111955,Customer_A,19747.20360031574,404,202.0
2024,P007,Product_007,low,B,electronics,1916.0,70206,134514696.0,55023.08,0.2162624112796939,Customer_G,15182.91884630219,3832,1916.0
2024,P007,Product_007,low,B,industrial,5086.0,74754,380198844.0,68959.18,0.0775185551872695,Customer_F,5794.822074469143,0,-5086.0
2024,P007,Product_007,low,B,oil_gas,747.0,81106,60586182.0,42752.97,0.4728753819037393,Customer_H,38353.03072468468,1494,747.0
2024,P007,Product_007,low,B,others,4254.0,51411,218702394.0,40756.18,0.2072478414505968,Customer_J,10654.818776816632,4264,10.0
2024,P008,Product_008,low,A,electronics,1493.0,41734,62308862.0,33682.54,0.1929233001702627,Customer_B,8051.4610093057445,0,-1493.0
2024,P008,Product_008,low,A,industrial,7089.0,42911,304196079.0,38044.4,0.1134115707766061,Customer_I,4866.603913594944,0,-7089.0
2024,P008,Product_008,low,A,oil_gas,2254.0,58227,131243658.0,28108.11,0.5172666608455209,Customer_J,30118.885861052142,0,-2254.0
2024,P008,Product_008,low,A,others,4078.0,48680,198517040.0,40285.62,0.1724400199951239,Customer_B,8394.380173362631,0,-4078.0
2024,P008,Product_008,low,B,electronics,1492.0,58343,87047756.0,44585.25,0.2358080448527726,Customer_E,13757.748760845312,0,-1492.0
2024,P008,Product_008,low,B,industrial,6167.0,59360,366073120.0,55027.44,0.0729878550999371,Customer_E,4332.559078732266,0,-6167.0
2024,P008,Product_008,low,B,oil_gas,2170.0,45759,99297030.0,22933.71,0.498815251312901,Customer_F,22825.287084827036,0,-2170.0
2024,P008,Product_008,low,B,others,274.0,63078,17283372.0,51713.56,0.1801648410121508,Customer_C,11364.437841364448,548,274.0
2024,P009,Product_009,low,A,electronics,2772.0,51111,141679692.0,39273.72,0.2315994842478888,Customer_A,11837.281239393844,0,-2772.0
2024,P009,Product_009,low,A,industrial,9824.0,75153,738303072.0,66752.44,0.1117794608043843,Customer_H,8400.561817831895,19648,9824.0
2024,P009,Product_009,low,A,oil_gas,693.0,77504,53710272.0,39738.96,0.4872656821997475,Customer_F,37765.039433209226,1386,693.0
2024,P009,Product_009,low,A,others,5174.0,41802,216283548.0,32612.61,0.21983123806552,Customer_D,9189.385413614868,0,-5174.0
2024,P009,Product_009,low,B,electronics,3635.0,48120,174916200.0,39740.65,0.1741345376934886,Customer_G,8379.353953810672,0,-3635.0
2024,P009,Product_009,low,B,industrial,7274.0,48155,350279470.0,44455.36,0.0768277971995014,Customer_A,3699.6425741419903,0,-7274.0
2024,P009,Product_009,low,B,oil_gas,610.0,79384,48424240.0,38699.04,0.5125083705254518,Customer_I,40684.96448579247,1220,610.0
2024,P009,Product_009,low,B,others,1175.0,87025,102254375.0,68466.85,0.2132508097288085,Customer_D,18558.15171664956,2350,1175.0
2024,P010,Product_010,low,A,electronics,1302.0,61918,80617236.0,47795.29,0.2280873066978129,Customer_F,14122.70985611518,0,-1302.0
2024,P010,Product_010,low,A,industrial,976.0,87254,85159904.0,76696.76,0.1209943921198565,Customer_D,10557.24469002596,1952,976.0
2024,P010,Product_010,low,A,oil_gas,744.0,60445,44971080.0,27317.02,0.5480681663570027,Customer_C,33127.98031544903,0,-744.0
2024,P010,Product_010,low,A,others,7496.0,70306,527013776.0,55450.06,0.2113040278640956,Customer_F,14855.940983013106,0,-7496.0
2024,P010,Product_010,low,B,electronics,4624.0,86843,401562032.0,66555.18,0.2336148955814963,Customer_J,20287.818376983883,9248,4624.0
2024,P010,Product_010,low,B,industrial,6401.0,56646,362591046.0,51217.24,0.0958365178352996,Customer_G,5428.7553892983815,0,-6401.0
2024,P010,Product_010,low,B,oil_gas,212.0,95439,20233068.0,48514.83,0.4916665801009659,Customer_J,46924.166738256084,424,212.0
2024,P010,Product_010,low,B,others,623.0,71065,44273495.0,56488.31,0.2051177136564509,Customer_C,14576.690320995684,1246,623.0
2024,P011,Product_011,low,A,electronics,5306.0,81976,434964656.0,67873.83,0.1720280594732366,Customer_C,14102.172203378044,0,-5306.0
2024,P011,Product_011,low,A,industrial,4830.0,65199,314911170.0,60225.85,0.0762765105073812,Customer_G,4973.152208570747,0,-4830.0
2024,P011,Product_011,low,A,oil_gas,103.0,56371,5806213.0,25535.39,0.547011873174234,Customer_B,30835.60630270475,0,-103.0
2024,P011,Product_011,low,A,others,4011.0,51835,207910185.0,39556.41,0.2368784096409764,Customer_J,12278.592363740012,0,-4011.0
2024,P011,Product_011,low,B,electronics,2607.0,42049,109621743.0,33524.99,0.2027162355531416,Customer_H,8524.014988774052,0,-2607.0
2024,P011,Product_011,low,B,industrial,3326.0,85936,285823136.0,75135.74,0.1256779364874958,Customer_D,10800.25914998944,6652,3326.0
2024,P011,Product_011,low,B,oil_gas,706.0,71616,50560896.0,36963.63,0.4838635456056677,Customer_I,34652.371682095494,0,-706.0
2024,P011,Product_011,low,B,others,517.0,78191,40424747.0,63919.97,0.1825149634136869,Customer_G,14271.027504279591,1034,517.0
2024,P012,Product_012,low,A,electronics,6092.0,60932,371197744.0,47896.32,0.2139381331764896,Customer_C,13035.678330709865,0,-6092.0
2024,P012,Product_012,low,A,industrial,10308.0,87357,900475956.0,79493.17,0.0900194318531676,Customer_A,7863.827508397162,20616,10308.0
2024,P012,Product_012,low,A,oil_gas,2317.0,92260,213766420.0,43623.51,0.5271676738160049,Customer_I,48636.489586264615,4634,2317.0
2024,P012,Product_012,low,A,others,3574.0,69855,249661770.0,54290.2,0.2228157901374185,Customer_A,15564.79702004937,0,-3574.0
2024,P012,Product_012,low,B,electronics,280.0,83016,23244480.0,62561.75,0.2463892224530555,Customer_H,20454.247691162855,560,280.0
2024,P012,Product_012,low,B,industrial,5003.0,47158,235931474.0,42800.85,0.0923947117556754,Customer_I,4357.149816974141,0,-5003.0
2024,P012,Product_012,low,B,oil_gas,2204.0,47400,104469600.0,22323.89,0.5290317533356614,Customer_A,25076.10510811035,0,-2204.0
2024,P012,Product_012,low,B,others,3371.0,92322,311217462.0,72532.93,0.214348324200912,Customer_F,19789.065986876598,6742,3371.0
2024,P013,Product_013,high,A,electronics,3402.0,55151,187623702.0,45027.04,0.1835680049942232,Customer_F,10123.959043436404,0,-3402.0
2024,P013,Product_013,high,A,industrial,10497.0,82642,867493074.0,74465.59,0.0989376596987481,Customer_E,8176.40607282394,20994,10497.0
2024,P013,Product_013,high,A,oil_gas,2370.0,91407,216634590.0,48462.3,0.4698184791600926,Customer_J,42944.697724586586,4740,2370.0
2024,P013,Product_013,high,A,others,1359.0,41154,55928286.0,33808.92,0.1784778142921009,Customer_E,7345.075969377121,0,-1359.0
2024,P013,Product_013,high,B,electronics,2679.0,46295,124024305.0,39297.44,0.1511514790903805,Customer_E,6997.557724489165,0,-2679.0
2024,P013,Product_013,high,B,industrial,4428.0,44499,197041572.0,39576.18,0.1106276888371495,Customer_F,4922.821525564315,0,-4428.0
2024,P013,Product_013,high,B,oil_gas,740.0,95349,70558260.0,51556.56,0.4592858112405533,Customer_E,43792.44281597552,1480,740.0
2024,P013,Product_013,high,B,others,2936.0,99040,290781440.0,83819.51,0.1536802113617402,Customer_D,15220.48813326675,5872,2936.0
2024,P014,Product_014,high,A,electronics,1502.0,69299,104087098.0,54161.54,0.2184368467208806,Customer_C,15137.455040910305,3004,1502.0
2024,P014,Product_014,high,A,industrial,8802.0,52183,459314766.0,49403.82,0.0532583041855176,Customer_C,2779.178087312865,0,-8802.0
2024,P014,Product_014,high,A,oil_gas,381.0,52874,20144994.0,26104.28,0.5062926287504019,Customer_D,26769.716452548753,0,-381.0
2024,P014,Product_014,high,A,others,6903.0,90800,626792400.0,73735.6,0.187933906326986,Customer_I,17064.39869449033,13806,6903.0
2024,P014,Product_014,high,B,electronics,4278.0,45539,194815842.0,36917.13,0.1893292700093466,Customer_I,8621.865626955634,0,-4278.0
2024,P014,Product_014,high,B,industrial,1517.0,72711,110302587.0,68506.36,0.0578267328520801,Customer_B,4204.6395724075965,0,-1517.0
2024,P014,Product_014,high,B,oil_gas,135.0,82405,11124675.0,42201.43,0.4878777416624452,Customer_A,40203.565301693794,270,135.0
2024,P014,Product_014,high,B,others,1667.0,93351,155616117.0,78054.86,0.1638561495928012,Customer_A,15296.135420637585,3334,1667.0
2024,P015,Product_015,high,A,electronics,3849.0,88354,340074546.0,72284.14,0.1818803787517899,Customer_F,16069.858984235643,7698,3849.0
2024,P015,Product_015,high,A,industrial,2151.0,97597,209931147.0,89329.74,0.0847081319390378,Customer_E,8267.259552854272,4302,2151.0
2024,P015,Product_015,high,A,oil_gas,420.0,42557,17873940.0,21309.65,0.4992680078441773,Customer_F,21247.348609824654,0,-420.0
2024,P015,Product_015,high,A,others,6450.0,78360,505422000.0,62624.72,0.2008074920694115,Customer_C,15735.275078559085,2668,-3782.0
2024,P015,Product_015,high,B,electronics,1658.0,42200,69967600.0,34605.31,0.1799690091701177,Customer_I,7594.692186978968,0,-1658.0
2024,P015,Product_015,high,B,industrial,2904.0,56482,164023728.0,53453.19,0.0536243207817635,Customer_G,3028.808886395566,0,-2904.0
2024,P015,Product_015,high,B,oil_gas,1481.0,86940,128758140.0,43464.02,0.5000687932571389,Customer_J,43475.98088577566,2962,1481.0
2024,P015,Product_015,high,B,others,4984.0,42961,214117624.0,34787.63,0.190250900686407,Customer_H,8173.368944388731,0,-4984.0
2024,P016,Product_016,high,A,electronics,2427.0,61357,148913439.0,48920.21,0.2026954905295156,Customer_H,12436.78721241949,0,-2427.0
2024,P016,Product_016,high,A,industrial,2590.0,86975,225265250.0,76666.79,0.1185191872950657,Customer_F,10308.20631498834,5180,2590.0
2024,P016,Product_016,high,A,oil_gas,2160.0,93585,202143600.0,50251.89,0.4630347541665143,Customer_E,43333.10746867324,4320,2160.0
2024,P016,Product_016,high,A,others,4895.0,51969,254388255.0,43880.26,0.1556454997920344,Customer_H,8088.740978692236,0,-4895.0
2024,P016,Product_016,high,B,electronics,2638.0,90108,237704904.0,76400.69,0.1521209048433297,Customer_D,13707.310493622754,0,-2638.0
2024,P016,Product_016,high,B,industrial,4262.0,42869,182707678.0,38522.36,0.1013935422565052,Customer_J,4346.639762994121,0,-4262.0
2024,P016,Product_016,high,B,oil_gas,752.0,86760,65243520.0,43652.25,0.496862046501877,Customer_J,43107.75115450285,1504,752.0
2024,P016,Product_016,high,B,others,3325.0,68643,228237975.0,53183.33,0.2252184193139966,Customer_H,15459.667956970668,6650,3325.0
2024,P017,Product_017,high,A,electronics,6647.0,78467,521570149.0,64260.27,0.1810535940965217,Customer_B,14206.732367971768,0,-6647.0
2024,P017,Product_017,high,A,industrial,6239.0,64736,403887904.0,58518.89,0.0960379342300703,Customer_J,6217.111710317831,12478,6239.0
2024,P017,Product_017,high,A,oil_gas,2359.0,63328,149390752.0,31571.35,0.5014630574753882,Customer_E,31756.652503801386,0,-2359.0
2024,P017,Product_017,high,A,others,2199.0,93645,205925355.0,76165.2,0.1866602312393213,Customer_I,17479.797354406244,4398,2199.0
2024,P017,Product_017,high,B,electronics,1644.0,61295,100768980.0,47484.18,0.225317184702122,Customer_F,13810.816836316568,0,-1644.0
2024,P017,Product_017,high,B,industrial,3255.0,65876,214426380.0,59706.76,0.0936493431452747,Customer_D,6169.244129038117,6510,3255.0
2024,P017,Product_017,high,B,oil_gas,722.0,43987,31758614.0,22834.17,0.4808882110240619,Customer_A,21152.82973831541,0,-722.0
2024,P017,Product_017,high,B,others,2250.0,98871,222459750.0,76437.64,0.2268952451059131,Customer_I,22433.359778866736,4500,2250.0
2024,P018,Product_018,high,A,electronics,3113.0,86214,268384182.0,71931.51,0.1656632907831437,Customer_E,14282.494951577952,4924,1811.0
2024,P018,Product_018,high,A,industrial,7600.0,62399,474232400.0,54759.61,0.1224280513564851,Customer_A,7639.387976593313,15200,7600.0
2024,P018,Product_018,high,A,oil_gas,889.0,73986,65773554.0,40281.76,0.4555489040700132,Customer_D,33704.241216523995,0,-889.0
2024,P018,Product_018,high,A,others,6206.0,60880,377821280.0,51257.17,0.1580622401101941,Customer_C,9622.829177908616,0,-6206.0
2024,P018,Product_018,high,B,electronics,1289.0,84064,108358496.0,70819.26,0.1575554368604743,Customer_B,13244.740244238912,0,-1289.0
2024,P018,Product_018,high,B,industrial,4340.0,44735,194149900.0,42433.04,0.0514577460521239,Customer_F,2301.9622696417628,0,-4340.0
2024,P018,Product_018,high,B,oil_gas,358.0,44555,15950690.0,22070.74,0.5046405418733085,Customer_C,22484.25934316526,0,-358.0
2024,P018,Product_018,high,B,others,5097.0,81914,417515658.0,69160.39,0.1556950918768183,Customer_E,12753.607755997693,10194,5097.0
2024,P019,Product_019,high,A,electronics,5125.0,85525,438315625.0,66915.61,0.2175900248775563,Customer_B,18609.386877653003,10250,5125.0
2024,P019,Product_019,high,A,industrial,10083.0,80818,814887894.0,74714.78,0.0755180504235009,Customer_I,6103.217799126496,3704,-6379.0
2024,P019,Product_019,high,A,oil_gas,3088.0,59830,184755040.0,32795.11,0.451861754858866,Customer_J,27034.88879320595,0,-3088.0
2024,P019,Product_019,high,A,others,1146.0,57429,65813634.0,45072.72,0.2151574786071148,Customer_H,12356.278838927996,0,-1146.0
2024,P019,Product_019,high,B,electronics,3306.0,90845,300333570.0,76359.48,0.1594531862097325,Customer_E,14485.52470122315,6612,3306.0
2024,P019,Product_019,high,B,industrial,3281.0,46893,153855933.0,43490.99,0.072548381981872,Customer_B,3402.0112762759236,0,-3281.0
2024,P019,Product_019,high,B,oil_gas,1703.0,54373,92597219.0,26874.45,0.5057389732291321,Customer_G,27498.5451913876,0,-1703.0
2024,P019,Product_019,high,B,others,1678.0,87333,146544774.0,69838.85,0.2003154277423907,Customer_H,17494.147251026207,3356,1678.0
2024,P020,Product_020,high,A,electronics,5145.0,48754,250839330.0,38573.89,0.2088056835043108,Customer_F,10180.11229356917,0,-5145.0
2024,P020,Product_020,high,A,industrial,7605.0,43436,330330780.0,38215.09,0.1201977610821642,Customer_A,5220.909950364884,0,-7605.0
2024,P020,Product_020,high,A,oil_gas,1236.0,50677,62636772.0,24614.91,0.5142784744307879,Customer_A,26062.090248729037,0,-1236.0
2024,P020,Product_020,high,A,others,7153.0,45895,328286935.0,37975.23,0.1725627658057045,Customer_B,7919.768136652809,0,-7153.0
2024,P020,Product_020,high,B,electronics,3432.0,70746,242800272.0,55885.86,0.2100491801312686,Customer_E,14860.13929756673,6864,3432.0
2024,P020,Product_020,high,B,industrial,2175.0,59738,129930150.0,55903.11,0.0641951635023778,Customer_A,3834.8906773050453,0,-2175.0
2024,P020,Product_020,high,B,oil_gas,1576.0,89377,140858152.0,43388.35,0.5145467791413811,Customer_J,45988.647479319225,3152,1576.0
2024,P020,Product_020,high,B,others,1827.0,88404,161514108.0,68138.23,0.2292404113600538,Customer_I,20265.769325874197,3654,1827.0
