product_code,product_name,cost_band,plant_code,segment_code,unit_cost,unit_price,unit_profit,margin_rate,sales_qty
P006,Product_006,low,A,electronics,46144.64,60666.0,14521.36,0.23936578548640827,2878.0
P006,Product_006,low,A,industrial,71038.23,82107.0,11068.770000000004,0.1348090715743344,5502.0
P006,Product_006,low,A,oil_gas,38546.15,84357.0,45810.85,0.5430592442045177,216.0
P006,Product_006,low,A,others,72330.6,91663.0,19332.399999999994,0.210907391908875,3219.0
P006,Product_006,low,B,electronics,50848.47,66370.0,15521.529999999999,0.233863614317342,2528.0
P006,Product_006,low,B,industrial,49573.36,55708.0,6134.639999999999,0.1101213035749759,4573.0
P006,Product_006,low,B,oil_gas,42929.92,89811.0,46881.08,0.5219971144622212,648.0
P006,Product_006,low,B,others,33128.98,42811.0,9682.019999999997,0.2261573501806162,1660.0
P007,Product_007,low,A,electronics,66023.91,87011.0,20987.089999999997,0.2412004273454053,1165.0
P007,Product_007,low,A,industrial,83384.9,96250.0,12865.100000000006,0.1336634135548881,5934.0
P007,Product_007,low,A,oil_gas,23410.79,46546.0,23135.21,0.4970396125481228,2604.0
P007,Product_007,low,A,others,78965.8,98713.0,19747.199999999997,0.2000466362111955,202.0
P007,Product_007,low,B,electronics,55023.08,70206.0,15182.919999999998,0.2162624112796939,1916.0
P007,Product_007,low,B,industrial,68959.18,74754.0,5794.820000000007,0.0775185551872695,5086.0
P007,Product_007,low,B,oil_gas,42752.97,81106.0,38353.03,0.4728753819037393,747.0
P007,Product_007,low,B,others,40756.18,51411.0,10654.82,0.2072478414505968,4254.0
P008,Product_008,low,A,electronics,33682.54,41734.0,8051.459999999999,0.1929233001702627,1493.0
P008,Product_008,low,A,industrial,38044.4,42911.0,4866.5999999999985,0.1134115707766061,7089.0
P008,Product_008,low,A,oil_gas,28108.11,58227.0,30118.89,0.5172666608455209,2254.0
P008,Product_008,low,A,others,40285.62,48680.0,8394.379999999997,0.1724400199951239,4078.0
P008,Product_008,low,B,electronics,44585.25,58343.0,13757.75,0.2358080448527726,1492.0
P008,Product_008,low,B,industrial,55027.44,59360.0,4332.559999999998,0.0729878550999371,6167.0
P008,Product_008,low,B,oil_gas,22933.71,45759.0,22825.29,0.498815251312901,2170.0
P008,Product_008,low,B,others,51713.56,63078.0,11364.440000000002,0.1801648410121508,274.0
P009,Product_009,low,A,electronics,39273.72,51111.0,11837.279999999999,0.2315994842478888,2772.0
P009,Product_009,low,A,industrial,66752.44,75153.0,8400.559999999998,0.1117794608043843,9824.0
P009,Product_009,low,A,oil_gas,39738.96,77504.0,37765.04,0.4872656821997475,693.0
P009,Product_009,low,A,others,32612.610000000004,41802.0,9189.389999999996,0.21983123806552,5174.0
P009,Product_009,low,B,electronics,39740.65,48120.0,8379.349999999999,0.1741345376934886,3635.0
P009,Product_009,low,B,industrial,44455.36,48155.0,3699.6399999999994,0.0768277971995014,7274.0
P009,Product_009,low,B,oil_gas,38699.04,79384.0,40684.96,0.5125083705254518,610.0
P009,Product_009,low,B,others,68466.85,87025.0,18558.149999999994,0.2132508097288085,1175.0
P010,Product_010,low,A,electronics,47795.29,61918.0,14122.71,0.22808730669781294,1302.0
P010,Product_010,low,A,industrial,76696.76,87254.0,10557.240000000005,0.1209943921198565,976.0
P010,Product_010,low,A,oil_gas,27317.019999999997,60445.0,33127.98,0.5480681663570027,744.0
P010,Product_010,low,A,others,55450.06,70306.0,14855.940000000002,0.2113040278640956,7496.0
P010,Product_010,low,B,electronics,66555.18,86843.0,20287.820000000007,0.23361489558149634,4624.0
P010,Product_010,low,B,industrial,51217.24,56646.0,5428.760000000002,0.0958365178352996,6401.0
P010,Product_010,low,B,oil_gas,48514.83,95439.0,46924.17,0.4916665801009659,212.0
P010,Product_010,low,B,others,56488.30999999999,71065.0,14576.69000000001,0.2051177136564509,623.0
P011,Product_011,low,A,electronics,67873.83,81976.0,14102.169999999998,0.1720280594732366,5306.0
P011,Product_011,low,A,industrial,60225.85,65199.0,4973.1500000000015,0.0762765105073812,4830.0
P011,Product_011,low,A,oil_gas,25535.39,56371.0,30835.61,0.547011873174234,103.0
P011,Product_011,low,A,others,39556.41,51835.0,12278.589999999997,0.2368784096409764,4011.0
P011,Product_011,low,B,electronics,33524.99,42049.0,8524.010000000002,0.20271623555314164,2607.0
P011,Product_011,low,B,industrial,75135.74,85936.0,10800.259999999995,0.1256779364874958,3326.0
P011,Product_011,low,B,oil_gas,36963.63,71616.0,34652.37,0.4838635456056677,706.0
P011,Product_011,low,B,others,63919.97,78191.0,14271.029999999999,0.1825149634136869,517.0
P012,Product_012,low,A,electronics,47896.32,60932.0,13035.68,0.2139381331764896,6092.0
P012,Product_012,low,A,industrial,79493.17,87357.0,7863.830000000002,0.0900194318531676,10308.0
P012,Product_012,low,A,oil_gas,43623.51,92260.0,48636.49,0.5271676738160049,2317.0
P012,Product_012,low,A,others,54290.2,69855.0,15564.800000000003,0.2228157901374185,3574.0
P012,Product_012,low,B,electronics,62561.75,83016.0,20454.25,0.24638922245305553,280.0
P012,Product_012,low,B,industrial,42800.85,47158.0,4357.1500000000015,0.0923947117556754,5003.0
P012,Product_012,low,B,oil_gas,22323.89,47400.0,25076.11,0.5290317533356614,2204.0
P012,Product_012,low,B,others,72532.93,92322.0,19789.070000000007,0.21434832420091196,3371.0
P013,Product_013,high,A,electronics,45027.04,55151.0,10123.96,0.1835680049942232,3402.0
P013,Product_013,high,A,industrial,74465.59,82642.0,8176.4100000000035,0.09893765969874808,10497.0
P013,Product_013,high,A,oil_gas,48462.3,91407.0,42944.7,0.46981847916009256,2370.0
P013,Product_013,high,A,others,33808.92,41154.0,7345.080000000002,0.1784778142921009,1359.0
P013,Product_013,high,B,electronics,39297.44,46295.0,6997.559999999998,0.1511514790903805,2679.0
P013,Product_013,high,B,industrial,39576.18,44499.0,4922.82,0.1106276888371495,4428.0
P013,Product_013,high,B,oil_gas,51556.56,95349.0,43792.44,0.4592858112405533,740.0
P013,Product_013,high,B,others,83819.51,99040.0,15220.490000000005,0.1536802113617402,2936.0
P014,Product_014,high,A,electronics,54161.54,69299.0,15137.46,0.21843684672088057,1502.0
P014,Product_014,high,A,industrial,49403.82,52183.0,2779.1800000000003,0.0532583041855176,8802.0
P014,Product_014,high,A,oil_gas,26104.28,52874.0,26769.72,0.5062926287504019,381.0
P014,Product_014,high,A,others,73735.6,90800.0,17064.399999999994,0.187933906326986,6903.0
P014,Product_014,high,B,electronics,36917.13,45539.0,8621.870000000003,0.1893292700093466,4278.0
P014,Product_014,high,B,industrial,68506.36,72711.0,4204.639999999999,0.0578267328520801,1517.0
P014,Product_014,high,B,oil_gas,42201.43,82405.0,40203.57,0.4878777416624452,135.0
P014,Product_014,high,B,others,78054.86,93351.0,15296.14,0.1638561495928012,1667.0
P015,Product_015,high,A,electronics,72284.14,88354.0,16069.86,0.1818803787517899,3849.0
P015,Product_015,high,A,industrial,89329.74,97597.0,8267.259999999995,0.0847081319390378,2151.0
P015,Product_015,high,A,oil_gas,21309.65,42557.0,21247.35,0.4992680078441773,420.0
P015,Product_015,high,A,others,62624.72,78360.0,15735.279999999999,0.2008074920694115,6450.0
P015,Product_015,high,B,electronics,34605.31,42200.0,7594.690000000002,0.1799690091701177,1658.0
P015,Product_015,high,B,industrial,53453.19000000001,56482.0,3028.8099999999904,0.053624320781763504,2904.0
P015,Product_015,high,B,oil_gas,43464.02,86940.0,43475.98,0.5000687932571389,1481.0
P015,Product_015,high,B,others,34787.63,42961.0,8173.370000000003,0.190250900686407,4984.0
P016,Product_016,high,A,electronics,48920.21,61357.0,12436.79,0.2026954905295156,2427.0
P016,Product_016,high,A,industrial,76666.79,86975.0,10308.210000000006,0.1185191872950657,2590.0
P016,Product_016,high,A,oil_gas,50251.89,93585.0,43333.11,0.4630347541665143,2160.0
P016,Product_016,high,A,others,43880.26,51969.0,8088.739999999998,0.1556454997920344,4895.0
P016,Product_016,high,B,electronics,76400.69,90108.0,13707.309999999998,0.1521209048433297,2638.0
P016,Product_016,high,B,industrial,38522.36,42869.0,4346.639999999999,0.1013935422565052,4262.0
P016,Product_016,high,B,oil_gas,43652.25,86760.0,43107.75,0.496862046501877,752.0
P016,Product_016,high,B,others,53183.33,68643.0,15459.669999999998,0.22521841931399658,3325.0
P017,Product_017,high,A,electronics,64260.27,78467.0,14206.730000000003,0.1810535940965217,6647.0
P017,Product_017,high,A,industrial,58518.89,64736.0,6217.110000000001,0.0960379342300703,6239.0
P017,Product_017,high,A,oil_gas,31571.349999999995,63328.0,31756.650000000005,0.5014630574753882,2359.0
P017,Product_017,high,A,others,76165.2,93645.0,17479.800000000003,0.1866602312393213,2199.0
P017,Product_017,high,B,electronics,47484.18,61295.0,13810.82,0.225317184702122,1644.0
P017,Product_017,high,B,industrial,59706.76,65876.0,6169.239999999998,0.09364934314527469,3255.0
P017,Product_017,high,B,oil_gas,22834.17,43987.0,21152.83,0.4808882110240619,722.0
P017,Product_017,high,B,others,76437.64,98871.0,22433.36,0.2268952451059131,2250.0
P018,Product_018,high,A,electronics,71931.51,86214.0,14282.490000000005,0.16566329078314368,3113.0
P018,Product_018,high,A,industrial,54759.61,62399.0,7639.389999999999,0.1224280513564851,7600.0
P018,Product_018,high,A,oil_gas,40281.76,73986.0,33704.24,0.4555489040700132,889.0
P018,Product_018,high,A,others,51257.17,60880.0,9622.830000000002,0.1580622401101941,6206.0
P018,Product_018,high,B,electronics,70819.26,84064.0,13244.740000000005,0.1575554368604743,1289.0
P018,Product_018,high,B,industrial,42433.04,44735.0,2301.959999999999,0.0514577460521239,4340.0
P018,Product_018,high,B,oil_gas,22070.74,44555.0,22484.26,0.5046405418733085,358.0
P018,Product_018,high,B,others,69160.39,81914.0,12753.61,0.1556950918768183,5097.0
P019,Product_019,high,A,electronics,66915.61,85525.0,18609.39,0.21759002487755627,5125.0
P019,Product_019,high,A,industrial,74714.78,80818.0,6103.220000000001,0.0755180504235009,10083.0
P019,Product_019,high,A,oil_gas,32795.11,59830.0,27034.89,0.45186175485886604,3088.0
P019,Product_019,high,A,others,45072.72,57429.0,12356.279999999999,0.2151574786071148,1146.0
P019,Product_019,high,B,electronics,76359.48,90845.0,14485.520000000004,0.1594531862097325,3306.0
P019,Product_019,high,B,industrial,43490.99,46893.0,3402.010000000002,0.072548381981872,3281.0
P019,Product_019,high,B,oil_gas,26874.45,54373.0,27498.55,0.5057389732291321,1703.0
P019,Product_019,high,B,others,69838.85,87333.0,17494.149999999994,0.2003154277423907,1678.0
P020,Product_020,high,A,electronics,38573.89,48754.0,10180.11,0.2088056835043108,5145.0
P020,Product_020,high,A,industrial,38215.09,43436.0,5220.9100000000035,0.1201977610821642,7605.0
P020,Product_020,high,A,oil_gas,24614.91,50677.0,26062.09,0.5142784744307879,1236.0
P020,Product_020,high,A,others,37975.23,45895.0,7919.769999999997,0.17256276580570448,7153.0
P020,Product_020,high,B,electronics,55885.86,70746.0,14860.14,0.2100491801312686,3432.0
P020,Product_020,high,B,industrial,55903.11,59738.0,3834.8899999999994,0.0641951635023778,2175.0
P020,Product_020,high,B,oil_gas,43388.35,89377.0,45988.65,0.5145467791413811,1576.0
P020,Product_020,high,B,others,68138.23,88404.0,20265.770000000004,0.2292404113600538,1827.0
