product_code,plant_code,segment_code,customer_code,product_name,cost_band,unit_price,unit_cost,unit_profit,margin_rate,sales_volume,segment_name,market_size,market_size_after_1y,cagr,current_share,strategy_type,total_profit,total_qty_per_pps,segment_total_qty,plant_total_qty,total_sales_qty,plant_capacity,total_sales_target
P002,B,industrial,Customer_G,Product_002,low,61130.25,50700.97,10429.28,0.171,1071,Industrial,1008000,997920,-0.01,0.2,withdrawal,11169758.88,3213,118385,225723,482259,204000,504000
P002,B,electronics,Customer_I,Product_002,low,78556.4,50370.1,28186.3,0.359,1020,Electronics,630000,648900,0.03,0.2,maintain,28750026.0,3060,121435,225723,482259,204000,504000
P002,B,electronics,Customer_B,Product_002,low,84927.35,52745.08,32182.27,0.379,1020,Electronics,630000,648900,0.03,0.2,maintain,32825915.400000002,3060,121435,225723,482259,204000,504000
P002,B,electronics,Customer_F,Product_002,low,81047.33,49621.18,31426.15,0.388,1020,Electronics,630000,648900,0.03,0.2,maintain,32054673.0,3060,121435,225723,482259,204000,504000
P002,B,oil_gas,Customer_H,Product_002,low,84350.08,51390.83,32959.25,0.391,1806,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,59524405.5,3612,122541,225723,482259,204000,504000
P002,B,oil_gas,Customer_C,Product_002,low,79957.85,51876.5,28081.35,0.351,1806,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,50714918.099999994,3612,122541,225723,482259,204000,504000
P002,B,others,Customer_H,Product_002,low,55544.01,51979.15,3564.86,0.064,2002,Others,126000,123480,-0.02,0.2,reduction,7136849.720000001,4004,119898,225723,482259,204000,504000
P002,B,others,Customer_D,Product_002,low,58001.67,49789.38,8212.29,0.142,2002,Others,126000,123480,-0.02,0.2,reduction,16441004.580000002,4004,119898,225723,482259,204000,504000
P003,A,industrial,Customer_E,Product_003,low,53599.39,48478.66,5120.73,0.096,345,Industrial,1008000,997920,-0.01,0.2,withdrawal,1766651.8499999999,1035,118385,256536,482259,300000,504000
P003,A,industrial,Customer_J,Product_003,low,58110.25,47327.06,10783.19,0.186,345,Industrial,1008000,997920,-0.01,0.2,withdrawal,3720200.5500000003,1035,118385,256536,482259,300000,504000
P003,A,industrial,Customer_G,Product_003,low,61319.59,47000.1,14319.49,0.234,345,Industrial,1008000,997920,-0.01,0.2,withdrawal,4940224.05,1035,118385,256536,482259,300000,504000
P003,A,electronics,Customer_I,Product_003,low,71504.14,47141.2,24362.94,0.341,2472,Electronics,630000,648900,0.03,0.2,maintain,60225187.68,4944,121435,256536,482259,300000,504000
P003,A,electronics,Customer_G,Product_003,low,72702.51,48858.03,23844.48,0.328,2472,Electronics,630000,648900,0.03,0.2,maintain,58943554.56,4944,121435,256536,482259,300000,504000
P003,A,oil_gas,Customer_H,Product_003,low,79769.36,47128.82,32640.54,0.409,1806,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,58948815.24,3612,122541,256536,482259,300000,504000
P003,A,oil_gas,Customer_J,Product_003,low,75946.18,45818.9,30127.28,0.397,1806,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,54409867.68,3612,122541,256536,482259,300000,504000
P003,A,others,Customer_H,Product_003,low,48364.91,46035.77,2329.14,0.048,1702,Others,126000,123480,-0.02,0.2,reduction,3964196.28,1702,119898,256536,482259,300000,504000
P003,B,industrial,Customer_G,Product_003,low,65227.45,52342.75,12884.7,0.198,400,Industrial,1008000,997920,-0.01,0.2,withdrawal,5153880.0,1200,118385,225723,482259,204000,504000
P003,B,industrial,Customer_J,Product_003,low,59595.77,51800.96,7794.81,0.131,400,Industrial,1008000,997920,-0.01,0.2,withdrawal,3117924.0,1200,118385,225723,482259,204000,504000
P003,B,industrial,Customer_E,Product_003,low,59277.18,53889.5,5387.68,0.091,400,Industrial,1008000,997920,-0.01,0.2,withdrawal,2155072.0,1200,118385,225723,482259,204000,504000
P003,B,electronics,Customer_G,Product_003,low,76002.22,52673.56,23328.66,0.307,1815,Electronics,630000,648900,0.03,0.2,maintain,42341517.9,1815,121435,225723,482259,204000,504000
P003,B,oil_gas,Customer_H,Product_003,low,84048.41,51967.52,32080.89,0.382,2275,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,72984024.75,2275,122541,225723,482259,204000,504000
P003,B,others,Customer_H,Product_003,low,55810.0,53152.38,2657.62,0.048,1884,Others,126000,123480,-0.02,0.2,reduction,5006956.08,3768,119898,225723,482259,204000,504000
P003,B,others,Customer_D,Product_003,low,53183.35,49254.04,3929.31,0.074,1884,Others,126000,123480,-0.02,0.2,reduction,7402820.04,3768,119898,225723,482259,204000,504000
P004,A,industrial,Customer_A,Product_004,low,58195.01,46184.37,12010.64,0.206,896,Industrial,1008000,997920,-0.01,0.2,withdrawal,10761533.44,1792,118385,256536,482259,300000,504000
P004,A,industrial,Customer_G,Product_004,low,55646.27,46961.95,8684.32,0.156,896,Industrial,1008000,997920,-0.01,0.2,withdrawal,7781150.72,1792,118385,256536,482259,300000,504000
P004,A,electronics,Customer_B,Product_004,low,66135.07,48581.88,17553.19,0.265,690,Electronics,630000,648900,0.03,0.2,maintain,12111701.1,1380,121435,256536,482259,300000,504000
P004,A,electronics,Customer_G,Product_004,low,71528.68,45446.92,26081.76,0.365,690,Electronics,630000,648900,0.03,0.2,maintain,17996414.4,1380,121435,256536,482259,300000,504000
P004,A,oil_gas,Customer_J,Product_004,low,74524.8,47693.7,26831.1,0.36,1628,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,43681030.8,4884,122541,256536,482259,300000,504000
P004,A,oil_gas,Customer_I,Product_004,low,66117.63,46918.27,19199.36,0.29,1628,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,31256558.080000002,4884,122541,256536,482259,300000,504000
P004,A,oil_gas,Customer_C,Product_004,low,69190.44,47541.9,21648.54,0.313,1628,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,35243823.120000005,4884,122541,256536,482259,300000,504000
P004,A,others,Customer_H,Product_004,low,54814.89,45763.2,9051.69,0.165,1184,Others,126000,123480,-0.02,0.2,reduction,10717200.96,2368,119898,256536,482259,300000,504000
P004,A,others,Customer_D,Product_004,low,57410.39,44609.65,12800.74,0.223,1184,Others,126000,123480,-0.02,0.2,reduction,15156076.16,2368,119898,256536,482259,300000,504000
P004,B,industrial,Customer_G,Product_004,low,62735.16,53190.27,9544.89,0.152,4134,Industrial,1008000,997920,-0.01,0.2,withdrawal,39458575.26,4134,118385,225723,482259,204000,504000
P004,B,electronics,Customer_B,Product_004,low,77383.3,53652.31,23730.99,0.307,899,Electronics,630000,648900,0.03,0.2,maintain,21334160.01,2697,121435,225723,482259,204000,504000
P004,B,electronics,Customer_G,Product_004,low,72586.66,51317.06,21269.6,0.293,899,Electronics,630000,648900,0.03,0.2,maintain,19121370.4,2697,121435,225723,482259,204000,504000
P004,B,electronics,Customer_F,Product_004,low,82618.74,55635.68,26983.06,0.327,899,Electronics,630000,648900,0.03,0.2,maintain,24257770.94,2697,121435,225723,482259,204000,504000
P004,B,oil_gas,Customer_H,Product_004,low,79935.04,54620.97,25314.07,0.317,1520,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,38477386.4,4560,122541,225723,482259,204000,504000
P004,B,oil_gas,Customer_J,Product_004,low,88966.71,55481.64,33485.07,0.376,1520,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,50897306.4,4560,122541,225723,482259,204000,504000
P004,B,oil_gas,Customer_C,Product_004,low,87034.2,54172.7,32861.5,0.378,1520,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,49949480.0,4560,122541,225723,482259,204000,504000
P004,B,others,Customer_H,Product_004,low,56835.25,54128.81,2706.44,0.048,3182,Others,126000,123480,-0.02,0.2,reduction,8611892.08,3182,119898,225723,482259,204000,504000
P005,A,industrial,Customer_J,Product_005,low,58685.39,46097.28,12588.11,0.215,2052,Industrial,1008000,997920,-0.01,0.2,withdrawal,25830801.720000003,4104,118385,256536,482259,300000,504000
P005,A,industrial,Customer_A,Product_005,low,52972.06,48733.96,4238.1,0.08,2052,Industrial,1008000,997920,-0.01,0.2,withdrawal,8696581.200000001,4104,118385,256536,482259,300000,504000
P005,A,electronics,Customer_F,Product_005,low,63241.21,44026.94,19214.27,0.304,1376,Electronics,630000,648900,0.03,0.2,maintain,26438835.52,2752,121435,256536,482259,300000,504000
P005,A,electronics,Customer_J,Product_005,low,67541.68,44770.5,22771.18,0.337,1376,Electronics,630000,648900,0.03,0.2,maintain,31333143.68,2752,121435,256536,482259,300000,504000
P005,A,oil_gas,Customer_J,Product_005,low,75523.79,46023.62,29500.17,0.391,1258,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,37111213.86,3774,122541,256536,482259,300000,504000
P005,A,oil_gas,Customer_H,Product_005,low,72534.72,46846.49,25688.23,0.354,1258,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,32315793.34,3774,122541,256536,482259,300000,504000
P005,A,oil_gas,Customer_C,Product_005,low,70691.05,50242.05,20449.0,0.289,1258,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,25724842.0,3774,122541,256536,482259,300000,504000
P005,A,others,Customer_H,Product_005,low,55230.17,49240.94,5989.23,0.108,3660,Others,126000,123480,-0.02,0.2,reduction,21920581.799999997,3660,119898,256536,482259,300000,504000
P005,B,industrial,Customer_G,Product_005,low,65308.16,53945.5,11362.66,0.174,1014,Industrial,1008000,997920,-0.01,0.2,withdrawal,11521737.24,2028,118385,225723,482259,204000,504000
P005,B,industrial,Customer_J,Product_005,low,60398.56,55186.82,5211.74,0.086,1014,Industrial,1008000,997920,-0.01,0.2,withdrawal,5284704.359999999,2028,118385,225723,482259,204000,504000
P005,B,electronics,Customer_J,Product_005,low,71867.65,55013.93,16853.72,0.235,623,Electronics,630000,648900,0.03,0.2,maintain,10499867.56,1869,121435,225723,482259,204000,504000
P005,B,electronics,Customer_F,Product_005,low,83804.1,54879.07,28925.03,0.345,623,Electronics,630000,648900,0.03,0.2,maintain,18020293.689999998,1869,121435,225723,482259,204000,504000
P005,B,electronics,Customer_B,Product_005,low,74833.99,50139.81,24694.18,0.33,623,Electronics,630000,648900,0.03,0.2,maintain,15384474.14,1869,121435,225723,482259,204000,504000
P005,B,oil_gas,Customer_I,Product_005,low,84134.32,53504.58,30629.74,0.364,2881,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,88244280.94,2881,122541,225723,482259,204000,504000
P005,B,others,Customer_H,Product_005,low,53214.49,49428.56,3785.93,0.071,2323,Others,126000,123480,-0.02,0.2,reduction,8794715.389999999,4646,119898,225723,482259,204000,504000
P005,B,others,Customer_D,Product_005,low,53476.49,50929.99,2546.5,0.048,2323,Others,126000,123480,-0.02,0.2,reduction,5915519.5,4646,119898,225723,482259,204000,504000
P006,A,industrial,Customer_G,Product_006,low,60834.0,50719.01,10114.99,0.166,1010,Industrial,1008000,997920,-0.01,0.2,withdrawal,10216139.9,2020,118385,256536,482259,300000,504000
P006,A,industrial,Customer_J,Product_006,low,52025.75,47212.46,4813.29,0.093,1010,Industrial,1008000,997920,-0.01,0.2,withdrawal,4861422.9,2020,118385,256536,482259,300000,504000
P006,A,electronics,Customer_B,Product_006,low,75361.36,48668.67,26692.69,0.354,1493,Electronics,630000,648900,0.03,0.2,maintain,39852186.169999994,4479,121435,256536,482259,300000,504000
P006,A,electronics,Customer_J,Product_006,low,72833.73,48486.72,24347.01,0.334,1493,Electronics,630000,648900,0.03,0.2,maintain,36350085.93,4479,121435,256536,482259,300000,504000
P006,A,electronics,Customer_I,Product_006,low,68103.48,46543.49,21559.99,0.317,1493,Electronics,630000,648900,0.03,0.2,maintain,32189065.070000004,4479,121435,256536,482259,300000,504000
P006,A,oil_gas,Customer_C,Product_006,low,79730.15,49772.78,29957.37,0.376,513,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,15368130.809999999,1539,122541,256536,482259,300000,504000
P006,A,oil_gas,Customer_J,Product_006,low,74445.63,47804.84,26640.79,0.358,513,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,13666725.27,1539,122541,256536,482259,300000,504000
P006,A,oil_gas,Customer_I,Product_006,low,78708.43,48514.38,30194.05,0.384,513,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,15489547.65,1539,122541,256536,482259,300000,504000
P006,A,others,Customer_D,Product_006,low,52955.74,48549.45,4406.29,0.083,1361,Others,126000,123480,-0.02,0.2,reduction,5996960.69,2722,119898,256536,482259,300000,504000
P006,A,others,Customer_H,Product_006,low,48453.0,46145.71,2307.29,0.048,1361,Others,126000,123480,-0.02,0.2,reduction,3140221.69,2722,119898,256536,482259,300000,504000
P006,B,industrial,Customer_E,Product_006,low,58457.56,52930.85,5526.71,0.095,1864,Industrial,1008000,997920,-0.01,0.2,withdrawal,10301787.44,3728,118385,225723,482259,204000,504000
P006,B,industrial,Customer_A,Product_006,low,64987.76,51979.81,13007.95,0.2,1864,Industrial,1008000,997920,-0.01,0.2,withdrawal,24246818.8,3728,118385,225723,482259,204000,504000
P006,B,electronics,Customer_G,Product_006,low,69176.49,52418.63,16757.86,0.242,1846,Electronics,630000,648900,0.03,0.2,maintain,30935009.560000002,3692,121435,225723,482259,204000,504000
P006,B,electronics,Customer_I,Product_006,low,76770.29,52543.67,24226.62,0.316,1846,Electronics,630000,648900,0.03,0.2,maintain,44722340.519999996,3692,121435,225723,482259,204000,504000
P006,B,oil_gas,Customer_H,Product_006,low,73839.15,50015.55,23823.6,0.323,2363,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,56295166.8,2363,122541,225723,482259,204000,504000
P006,B,others,Customer_D,Product_006,low,57295.73,54475.06,2820.67,0.049,1264,Others,126000,123480,-0.02,0.2,reduction,3565326.88,2528,119898,225723,482259,204000,504000
P006,B,others,Customer_H,Product_006,low,59403.77,56293.63,3110.14,0.052,1264,Others,126000,123480,-0.02,0.2,reduction,3931216.96,2528,119898,225723,482259,204000,504000
P007,A,industrial,Customer_J,Product_007,low,55365.04,46114.33,9250.71,0.167,1618,Industrial,1008000,997920,-0.01,0.2,withdrawal,14967648.78,3236,118385,256536,482259,300000,504000
P007,A,industrial,Customer_A,Product_007,low,59266.64,45266.37,14000.27,0.236,1618,Industrial,1008000,997920,-0.01,0.2,withdrawal,22652436.86,3236,118385,256536,482259,300000,504000
P007,A,electronics,Customer_I,Product_007,low,69920.61,45966.3,23954.31,0.343,1840,Electronics,630000,648900,0.03,0.2,maintain,44075930.400000006,3680,121435,256536,482259,300000,504000
P007,A,electronics,Customer_B,Product_007,low,62887.07,44794.91,18092.16,0.288,1840,Electronics,630000,648900,0.03,0.2,maintain,33289574.4,3680,121435,256536,482259,300000,504000
P007,A,oil_gas,Customer_C,Product_007,low,78952.96,49181.8,29771.16,0.377,2215,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,65943119.4,4430,122541,256536,482259,300000,504000
P007,A,oil_gas,Customer_I,Product_007,low,72371.84,50608.18,21763.66,0.301,2215,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,48206506.9,4430,122541,256536,482259,300000,504000
P007,A,others,Customer_D,Product_007,low,51963.74,47064.27,4899.47,0.094,1317,Others,126000,123480,-0.02,0.2,reduction,6452601.99,1317,119898,256536,482259,300000,504000
P007,B,industrial,Customer_A,Product_007,low,57360.13,49663.75,7696.38,0.134,561,Industrial,1008000,997920,-0.01,0.2,withdrawal,4317669.18,1683,118385,225723,482259,204000,504000
P007,B,industrial,Customer_J,Product_007,low,59616.21,49517.32,10098.89,0.169,561,Industrial,1008000,997920,-0.01,0.2,withdrawal,5665477.29,1683,118385,225723,482259,204000,504000
P007,B,industrial,Customer_E,Product_007,low,56566.1,50651.07,5915.03,0.105,561,Industrial,1008000,997920,-0.01,0.2,withdrawal,3318331.83,1683,118385,225723,482259,204000,504000
P007,B,electronics,Customer_J,Product_007,low,73971.13,51556.86,22414.27,0.303,2372,Electronics,630000,648900,0.03,0.2,maintain,53166648.44,4744,121435,225723,482259,204000,504000
P007,B,electronics,Customer_G,Product_007,low,69252.52,51352.05,17900.47,0.258,2372,Electronics,630000,648900,0.03,0.2,maintain,42459914.84,4744,121435,225723,482259,204000,504000
P007,B,oil_gas,Customer_C,Product_007,low,85137.43,50169.34,34968.09,0.411,712,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,24897280.08,2136,122541,225723,482259,204000,504000
P007,B,oil_gas,Customer_I,Product_007,low,80818.78,53220.7,27598.08,0.341,712,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,19649832.96,2136,122541,225723,482259,204000,504000
P007,B,oil_gas,Customer_J,Product_007,low,82949.64,54432.87,28516.77,0.344,712,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,20303940.240000002,2136,122541,225723,482259,204000,504000
P007,B,others,Customer_H,Product_007,low,52096.93,48933.75,3163.18,0.061,2291,Others,126000,123480,-0.02,0.2,reduction,7246845.38,2291,119898,225723,482259,204000,504000
P008,A,industrial,Customer_G,Product_008,low,57968.27,48852.53,9115.74,0.157,1395,Industrial,1008000,997920,-0.01,0.2,withdrawal,12716457.299999999,4185,118385,256536,482259,300000,504000
P008,A,industrial,Customer_J,Product_008,low,57850.85,46269.3,11581.55,0.2,1395,Industrial,1008000,997920,-0.01,0.2,withdrawal,16156262.249999998,4185,118385,256536,482259,300000,504000
P008,A,industrial,Customer_A,Product_008,low,58623.81,46597.23,12026.58,0.205,1395,Industrial,1008000,997920,-0.01,0.2,withdrawal,16777079.1,4185,118385,256536,482259,300000,504000
P008,A,electronics,Customer_F,Product_008,low,76940.23,48381.81,28558.42,0.371,566,Electronics,630000,648900,0.03,0.2,maintain,16164065.719999999,1698,121435,256536,482259,300000,504000
P008,A,electronics,Customer_I,Product_008,low,66156.87,44494.71,21662.16,0.327,566,Electronics,630000,648900,0.03,0.2,maintain,12260782.56,1698,121435,256536,482259,300000,504000
P008,A,electronics,Customer_J,Product_008,low,64818.27,44256.92,20561.35,0.317,566,Electronics,630000,648900,0.03,0.2,maintain,11637724.1,1698,121435,256536,482259,300000,504000
P008,A,oil_gas,Customer_J,Product_008,low,67755.9,46946.74,20809.16,0.307,863,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,17958305.08,2589,122541,256536,482259,300000,504000
P008,A,oil_gas,Customer_C,Product_008,low,79223.78,45532.92,33690.86,0.425,863,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,29075212.18,2589,122541,256536,482259,300000,504000
P008,A,oil_gas,Customer_I,Product_008,low,78773.08,46769.26,32003.82,0.406,863,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,27619296.66,2589,122541,256536,482259,300000,504000
P008,A,others,Customer_D,Product_008,low,52822.89,46764.51,6058.38,0.115,1716,Others,126000,123480,-0.02,0.2,reduction,10396180.08,3432,119898,256536,482259,300000,504000
P008,A,others,Customer_H,Product_008,low,54659.99,47254.49,7405.5,0.135,1716,Others,126000,123480,-0.02,0.2,reduction,12707838.0,3432,119898,256536,482259,300000,504000
P008,B,industrial,Customer_G,Product_008,low,57680.03,52974.79,4705.24,0.082,2707,Industrial,1008000,997920,-0.01,0.2,withdrawal,12737084.68,2707,118385,225723,482259,204000,504000
P008,B,electronics,Customer_I,Product_008,low,80032.55,51502.36,28530.19,0.356,1098,Electronics,630000,648900,0.03,0.2,maintain,31326148.619999997,3294,121435,225723,482259,204000,504000
P008,B,electronics,Customer_J,Product_008,low,82373.64,54211.29,28162.35,0.342,1098,Electronics,630000,648900,0.03,0.2,maintain,30922260.299999997,3294,121435,225723,482259,204000,504000
P008,B,electronics,Customer_F,Product_008,low,74762.9,53648.47,21114.43,0.282,1098,Electronics,630000,648900,0.03,0.2,maintain,23183644.14,3294,121435,225723,482259,204000,504000
P008,B,oil_gas,Customer_J,Product_008,low,89882.92,53070.09,36812.83,0.41,1122,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,41303995.260000005,1122,122541,225723,482259,204000,504000
P008,B,others,Customer_H,Product_008,low,56418.78,53732.17,2686.61,0.048,2454,Others,126000,123480,-0.02,0.2,reduction,6592940.94,4908,119898,225723,482259,204000,504000
P008,B,others,Customer_D,Product_008,low,56451.97,49159.43,7292.54,0.129,2454,Others,126000,123480,-0.02,0.2,reduction,17895893.16,4908,119898,225723,482259,204000,504000
P009,A,industrial,Customer_E,Product_009,low,62705.92,48723.39,13982.53,0.223,2930,Industrial,1008000,997920,-0.01,0.2,withdrawal,40968812.9,2930,118385,256536,482259,300000,504000
P009,A,electronics,Customer_J,Product_009,low,66744.89,47572.54,19172.35,0.287,1424,Electronics,630000,648900,0.03,0.2,maintain,27301426.4,4272,121435,256536,482259,300000,504000
P009,A,electronics,Customer_I,Product_009,low,72026.71,49623.37,22403.34,0.311,1424,Electronics,630000,648900,0.03,0.2,maintain,31902356.16,4272,121435,256536,482259,300000,504000
P009,A,electronics,Customer_B,Product_009,low,73684.61,49803.63,23880.98,0.324,1424,Electronics,630000,648900,0.03,0.2,maintain,34006515.519999996,4272,121435,256536,482259,300000,504000
P009,A,oil_gas,Customer_J,Product_009,low,66272.61,47221.95,19050.66,0.287,4420,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,84203917.2,4420,122541,256536,482259,300000,504000
P009,A,others,Customer_H,Product_009,low,54700.61,47797.94,6902.67,0.126,2955,Others,126000,123480,-0.02,0.2,reduction,20397389.85,2955,119898,256536,482259,300000,504000
P009,B,industrial,Customer_J,Product_009,low,67294.54,52847.45,14447.09,0.215,573,Industrial,1008000,997920,-0.01,0.2,withdrawal,8278182.57,1146,118385,225723,482259,204000,504000
P009,B,industrial,Customer_E,Product_009,low,67313.66,50600.48,16713.18,0.248,573,Industrial,1008000,997920,-0.01,0.2,withdrawal,9576652.14,1146,118385,225723,482259,204000,504000
P009,B,electronics,Customer_J,Product_009,low,68554.39,52092.63,16461.76,0.24,744,Electronics,630000,648900,0.03,0.2,maintain,12247549.44,1488,121435,225723,482259,204000,504000
P009,B,electronics,Customer_I,Product_009,low,69832.4,52446.28,17386.12,0.249,744,Electronics,630000,648900,0.03,0.2,maintain,12935273.28,1488,121435,225723,482259,204000,504000
P009,B,oil_gas,Customer_J,Product_009,low,77059.63,55266.36,21793.27,0.283,3385,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,73770218.95,3385,122541,225723,482259,204000,504000
P009,B,others,Customer_D,Product_009,low,57412.83,54678.89,2733.94,0.048,3520,Others,126000,123480,-0.02,0.2,reduction,9623468.8,3520,119898,225723,482259,204000,504000
